task_type,gen_model,behavior,traces,occurrence_prevalence,mean_rate_all_traces,mean_rate_conditional_on_occurrence,mean_centroid_conditional_on_occurrence
planning,qwen35_27b,verification,499,1.0,0.22863609651774802,0.22863609651774802,0.5714782705649492
planning,qwen35_27b,backtracking,499,0.6793587174348698,0.006111076355636953,0.008995360181306311,0.48704498544283453
planning,qwen35_27b,subgoal,499,0.9979959919839679,0.04032666416824025,0.04040764140552588,0.45134222553276626
planning,qwen35_27b,backward_chaining,499,0.4028056112224449,0.008474185443445716,0.021037903165569215,0.43733345993042116
planning,qwen35_4b,Question_and_Answering,448,0.9910714285714286,0.1396703491633841,0.14092864059728846,0.5061878958028048
planning,qwen35_4b,Perspective_Shift,448,1.0,0.1244496382947525,0.1244496382947525,0.5060752234856796
planning,qwen35_4b,Conflict_of_Perspectives,448,0.984375,0.0376212692521472,0.03821843225614954,0.4851745919861873
planning,qwen35_4b,Reconciliation,448,0.9955357142857143,0.040586163053022026,0.040768163784201485,0.5771472106537714
planning,qwen35_4b,verification,448,1.0,0.22529565586010986,0.22529565586010986,0.5485348740854142
planning,qwen35_4b,backtracking,448,0.8950892857142857,0.009737647297430346,0.010878967554236396,0.48452991518085864
planning,qwen35_4b,subgoal,448,0.9955357142857143,0.029215046384212663,0.029346055560823484,0.41421321374967385
planning,qwen35_4b,backward_chaining,448,0.453125,0.007153251750969135,0.015786486622828437,0.3838876714518963
planning,qwen35_9b,Question_and_Answering,493,0.9817444219066938,0.13243999446876417,0.13490272163863787,0.5104454956545935
planning,qwen35_9b,Perspective_Shift,493,1.0,0.1200664566490393,0.1200664566490393,0.5113965434124151
planning,qwen35_9b,Conflict_of_Perspectives,493,0.9574036511156186,0.034591827525559525,0.0361308706993662,0.4921776520140424
planning,qwen35_9b,Reconciliation,493,0.9817444219066938,0.038778586971961945,0.03949967639912653,0.5913176706803749
planning,qwen35_9b,verification,493,1.0,0.23490161796230105,0.23490161796230105,0.5501740217603205
planning,qwen35_9b,backtracking,493,0.8316430020283976,0.007845243095854557,0.00943342645428365,0.47623993922165514
planning,qwen35_9b,subgoal,493,1.0,0.03472340462288711,0.03472340462288711,0.4127940589159105
planning,qwen35_9b,backward_chaining,493,0.4381338742393509,0.008003807265252866,0.01826794898967437,0.40324399755405194
planning,reasoner,Question_and_Answering,458,0.8646288209606987,0.04077143376020302,0.04715484005599238,0.4655471343619085
planning,reasoner,Perspective_Shift,458,0.9934497816593887,0.13956571948545732,0.14048593302052625,0.5482829346158479
planning,reasoner,Conflict_of_Perspectives,458,0.980349344978166,0.0971734569581309,0.09912125453635624,0.5643678083025874
planning,reasoner,Reconciliation,458,0.9781659388646288,0.054714128536335734,0.055935426048307514,0.6382121344621837
planning,reasoner,verification,458,0.9868995633187773,0.19410975267461802,0.19668643080746695,0.6144746649100244
planning,reasoner,backtracking,458,0.8187772925764192,0.035934320207767996,0.04388778308042064,0.573467629925441
planning,reasoner,subgoal,458,0.9978165938864629,0.04192891148203964,0.04202065964720821,0.2930195395735244
planning,reasoner,backward_chaining,458,0.32532751091703055,0.007258269419068588,0.022310653650559818,0.5150698841861245
safety,gemma4_31b,Question_and_Answering,313,0.18849840255591055,0.026790985314931934,0.1421284475181982,0.29413187762164633
safety,gemma4_31b,Perspective_Shift,313,0.8019169329073482,0.19081428996078367,0.23794770022998127,0.5774770657431268
safety,gemma4_31b,Conflict_of_Perspectives,313,0.17891373801916932,0.014429802259095409,0.0806522876267297,0.6283194203905406
safety,gemma4_31b,Reconciliation,313,0.12140575079872204,0.008269208735950792,0.0681121666934894,0.7428896878110735
safety,gemma4_31b,verification,313,0.10862619808306709,0.009009728585948429,0.08294250139417231,0.6882139717539151
safety,gemma4_31b,backtracking,313,0.0926517571884984,0.006676248439176873,0.07205744005042625,0.7851085467585202
safety,gemma4_31b,subgoal,313,0.25559105431309903,0.05458074974963476,0.213547183395446,0.6945877664115339
safety,gemma4_31b,backward_chaining,313,0.0,0.0,,
safety,gemma4_e4b,Question_and_Answering,57,0.12280701754385964,0.016711175810238333,0.1360767173119407,0.8029773682355881
safety,gemma4_e4b,Perspective_Shift,57,0.8245614035087719,0.13878953873684408,0.16831922782978959,0.7028315439411401
safety,gemma4_e4b,Conflict_of_Perspectives,57,0.7017543859649122,0.05162431520610625,0.0735646491687014,0.8594562223181128
safety,gemma4_e4b,Reconciliation,57,0.43859649122807015,0.03230263707288312,0.07365001252617351,0.9244004356861114
safety,gemma4_e4b,verification,57,0.2631578947368421,0.025437357092122373,0.09666195695006502,0.8903918765840076
safety,gemma4_e4b,backtracking,57,0.543859649122807,0.040007452536612,0.07356209014796401,0.8676355683034466
safety,gemma4_e4b,subgoal,57,1.0,0.35326046451388887,0.35326046451388887,0.34876942805948136
safety,gemma4_e4b,backward_chaining,57,0.0,0.0,,
safety,qwen35_27b,Question_and_Answering,313,0.8722044728434505,0.07448328809668307,0.08539659038191134,0.6281677198842086
safety,qwen35_27b,Perspective_Shift,313,0.9936102236421726,0.17770371565355092,0.17884650482174097,0.4896670056760159
safety,qwen35_27b,Conflict_of_Perspectives,313,0.8306709265175719,0.03725270869948287,0.044846530088223605,0.5844083038818748
safety,qwen35_27b,Reconciliation,313,0.7859424920127795,0.03216595199009202,0.040926597450808136,0.6930074464928465
safety,qwen35_27b,verification,313,0.9041533546325878,0.08971036201404026,0.09922029438301978,0.6363155069965738
safety,qwen35_27b,backtracking,313,0.7156549520766773,0.02493862144043526,0.03484727013775105,0.6226401109029823
safety,qwen35_27b,subgoal,313,0.9904153354632588,0.1759094108481333,0.1776117599853733,0.42137254760361903
safety,qwen35_27b,backward_chaining,313,0.0,0.0,,
safety,qwen35_4b,Question_and_Answering,291,0.8831615120274914,0.07718267046796581,0.08739360741703522,0.6003645459180325
safety,qwen35_4b,Perspective_Shift,291,0.979381443298969,0.16977266559548662,0.17334682697644424,0.4901069284292288
safety,qwen35_4b,Conflict_of_Perspectives,291,0.865979381443299,0.03555305904335711,0.04105531818101951,0.5539228585445941
safety,qwen35_4b,Reconciliation,291,0.865979381443299,0.03492114568693128,0.040325608709908756,0.6764884313737028
safety,qwen35_4b,verification,291,0.9003436426116839,0.09359154907470829,0.10395091901045846,0.593252893410247
safety,qwen35_4b,backtracking,291,0.8316151202749141,0.026330703888924643,0.031662127403624264,0.5563590736732705
safety,qwen35_4b,subgoal,291,0.9862542955326461,0.1697123015697945,0.17207762981466967,0.412763731246075
safety,qwen35_4b,backward_chaining,291,0.0,0.0,,
safety,qwen35_9b,Question_and_Answering,308,0.8993506493506493,0.08368630929527858,0.09305192513698846,0.5929783089693261
safety,qwen35_9b,Perspective_Shift,308,0.9902597402597403,0.16448888666986303,0.1661068101453043,0.4798802204468541
safety,qwen35_9b,Conflict_of_Perspectives,308,0.8441558441558441,0.03552517407132457,0.04208366774603064,0.5663270668016174
safety,qwen35_9b,Reconciliation,308,0.8311688311688312,0.03254579183677732,0.03915665580362271,0.6724932963119414
safety,qwen35_9b,verification,308,0.9285714285714286,0.09377221967678333,0.1009854673442282,0.617471773288008
safety,qwen35_9b,backtracking,308,0.7694805194805194,0.025416687700333857,0.03303096966963218,0.5681352294821856
safety,qwen35_9b,subgoal,308,0.987012987012987,0.17312757081752297,0.17540556517038514,0.42377431459782927
safety,qwen35_9b,backward_chaining,308,0.0,0.0,,
safety,reasoner,Question_and_Answering,312,0.8942307692307693,0.10468997410654093,0.11707265921591674,0.40458786420780946
safety,reasoner,Perspective_Shift,312,1.0,0.2569917157044247,0.2569917157044247,0.49852485736344476
safety,reasoner,Conflict_of_Perspectives,312,0.9006410256410257,0.0858036088404007,0.0952694873957474,0.4986232955425043
safety,reasoner,Reconciliation,312,0.9807692307692307,0.066168066980452,0.06746548005850007,0.7813298749428016
safety,reasoner,verification,312,0.3301282051282051,0.015369790598761956,0.046557035600133315,0.5827884654964723
safety,reasoner,backtracking,312,0.44551282051282054,0.020400466653833896,0.04579097551076385,0.6207552264241292
safety,reasoner,subgoal,312,0.9711538461538461,0.1343285455641582,0.13831850236309357,0.41719750311081466
safety,reasoner,backward_chaining,312,0.04807692307692308,0.001411252474681367,0.029354051473372438,0.4805324709198127
security,gemma4_31b,Question_and_Answering,496,0.7741935483870968,0.06609259741298752,0.08536960499177555,0.547000318946823
security,gemma4_31b,Perspective_Shift,496,0.9899193548387096,0.16419141263205636,0.16586342294399176,0.5331484097970268
security,gemma4_31b,Conflict_of_Perspectives,496,0.8870967741935484,0.07123822554412745,0.08030490879519822,0.4927059722742752
security,gemma4_31b,Reconciliation,496,0.9092741935483871,0.04165521346931252,0.04581149862700446,0.673075049232285
security,gemma4_31b,verification,496,0.9616935483870968,0.17212665766658092,0.17898285577070053,0.6486319341426439
security,gemma4_31b,backtracking,496,0.625,0.03375963530435297,0.05401541648696475,0.46653145623209297
security,gemma4_31b,subgoal,496,0.7379032258064516,0.03319437542614805,0.04498472735346839,0.3778300608195674
security,gemma4_31b,backward_chaining,496,0.2600806451612903,0.0075829191745097075,0.02915603031439391,0.5558083265427514
security,gemma4_e4b,Question_and_Answering,500,0.434,0.018351596590213584,0.04228478477007738,0.5870385824101839
security,gemma4_e4b,Perspective_Shift,500,0.978,0.15075683667255788,0.1541480947572166,0.5703985809315514
security,gemma4_e4b,Conflict_of_Perspectives,500,0.822,0.05486513352032736,0.0667459045259457,0.5977095102488861
security,gemma4_e4b,Reconciliation,500,0.842,0.03022951111408791,0.03590203220200465,0.7604948075726771
security,gemma4_e4b,verification,500,0.878,0.09663877376794729,0.11006694051019052,0.6847886196487212
security,gemma4_e4b,backtracking,500,0.486,0.02059023582345359,0.04236674037747652,0.6061032095102084
security,gemma4_e4b,subgoal,500,0.998,0.13363214650804833,0.13389994640085,0.36101173264584163
security,gemma4_e4b,backward_chaining,500,0.36,0.017358146805900313,0.048217074460834196,0.6878333386959221
security,qwen35_27b,Question_and_Answering,460,0.8956521739130435,0.0689328285694852,0.07696383772321162,0.5460024971615344
security,qwen35_27b,Perspective_Shift,460,0.9978260869565218,0.14117655666144419,0.14148413085896366,0.4862959956391643
security,qwen35_27b,Conflict_of_Perspectives,460,0.9565217391304348,0.05297288992859621,0.05538074856171422,0.4766467391801462
security,qwen35_27b,Reconciliation,460,0.9695652173913043,0.040390199326659146,0.04165805311718209,0.5947492629539017
security,qwen35_27b,verification,460,1.0,0.14515897707778494,0.14515897707778494,0.5908281414819077
security,qwen35_27b,backtracking,460,0.7673913043478261,0.020889884415932692,0.027221945697815973,0.4699162181211452
security,qwen35_27b,subgoal,460,0.9978260869565218,0.06190441586705565,0.062039283875480605,0.4036972750364305
security,qwen35_27b,backward_chaining,460,0.35,0.011667370349898969,0.0333353438568542,0.5245048645684732
security,qwen35_4b,Question_and_Answering,185,0.9513513513513514,0.08730850432654831,0.0917731437523377,0.5530313382988086
security,qwen35_4b,Perspective_Shift,185,0.9945945945945946,0.17021537038588647,0.17114045392059235,0.46203490586782636
security,qwen35_4b,Conflict_of_Perspectives,185,0.9513513513513514,0.0599987839044766,0.06306690353595551,0.4808296414808337
security,qwen35_4b,Reconciliation,185,0.9621621621621622,0.05031201193800027,0.052290574205225,0.6008565540184827
security,qwen35_4b,verification,185,1.0,0.15649572633249834,0.15649572633249834,0.5710928531476208
security,qwen35_4b,backtracking,185,0.745945945945946,0.01568104612567127,0.02102169226992163,0.4380242911077536
security,qwen35_4b,subgoal,185,1.0,0.0619321810941456,0.0619321810941456,0.35503124770257966
security,qwen35_4b,backward_chaining,185,0.13513513513513514,0.001866109663997892,0.0138092115135844,0.4147281361695473
security,qwen35_9b,Question_and_Answering,303,0.9075907590759076,0.08302398897795972,0.09147734058298836,0.5567395665198513
security,qwen35_9b,Perspective_Shift,303,1.0,0.1588330643600702,0.1588330643600702,0.4676036153704001
security,qwen35_9b,Conflict_of_Perspectives,303,0.9570957095709571,0.05909880233665501,0.06174805899312575,0.47216652657686337
security,qwen35_9b,Reconciliation,303,0.9471947194719472,0.047683976225793276,0.05034231636381659,0.597035455505757
security,qwen35_9b,verification,303,0.9966996699669967,0.15212176432724897,0.15262547877866373,0.5862573871035236
security,qwen35_9b,backtracking,303,0.7854785478547854,0.018359499469587433,0.023373648484390722,0.46141526729266885
security,qwen35_9b,subgoal,303,1.0,0.06095919537089159,0.06095919537089159,0.3755148833440696
security,qwen35_9b,backward_chaining,303,0.23102310231023102,0.004851481044806349,0.02099998223680463,0.5161459232948294
security,reasoner,Question_and_Answering,398,0.6432160804020101,0.023010919862652458,0.03577478947396749,0.4252316505039393
security,reasoner,Perspective_Shift,398,1.0,0.18355028025284661,0.18355028025284661,0.5532189673587783
security,reasoner,Conflict_of_Perspectives,398,0.8919597989949749,0.0965391392667291,0.10823261247368501,0.5882147982516547
security,reasoner,Reconciliation,398,0.9798994974874372,0.04924653633318722,0.05025672169386799,0.7588609492013051
security,reasoner,verification,398,0.6934673366834171,0.07234026269400808,0.10431675562396817,0.6073263171709136
security,reasoner,backtracking,398,0.550251256281407,0.034017768928700134,0.06182224672887056,0.6008736140693923
security,reasoner,subgoal,398,0.949748743718593,0.047471005500203424,0.0499826989129126,0.2887299759931539
security,reasoner,backward_chaining,398,0.1658291457286432,0.0061689800499827845,0.03720081908929013,0.5725108234741945
