gen_model,model_label,task_type,domain,outcome_kind,n,outcome_unique,signature_family,status,baseline_columns,primary_metric,baseline_metric,amount_metric,full_metric,amount_gain,amount_gain_ci_low,amount_gain_ci_high,amount_p_value,timing_gain,timing_gain_ci_low,timing_gain_ci_high,timing_p_value,gain_unit,amount_q_value,timing_q_value,amount_supported,timing_supported
qwen35_9b,Qwen3.5 9B,code,Code,binary,126,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_easy|prompt_stratum_hard|prompt_stratum_medium,AUROC,0.8252631578947368,0.8226315789473684,0.8168421052631579,-0.241831271925712,-0.7618035652779853,0.0416227556088478,0.7502497502497503,-0.1162242689853451,-0.3079364351897161,0.015544411408194,0.9110889110889112,bits/trace,1.0,1.0,False,False
qwen35_9b,Qwen3.5 9B,code,Code,binary,126,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_easy|prompt_stratum_hard|prompt_stratum_medium,AUROC,0.8252631578947368,0.9155263157894736,0.8928947368421053,0.1180191788706072,-0.036459136659787,0.2563963244996138,0.0679320679320679,-0.0602527084065432,-0.1132956444169734,-0.0042341030652255,0.984015984015984,bits/trace,0.3516483516483517,1.0,False,False
qwen35_9b,Qwen3.5 9B,gpqa,GPQA,binary,413,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_Biology|prompt_stratum_Chemistry|prompt_stratum_Physics,AUROC,0.699985896622241,0.6994217615118821,0.6937804104082927,0.0018913800571838,-0.0172112371766887,0.0214349433898471,0.4405594405594406,-0.0269978054075127,-0.0607414352182725,0.0008800236577618,0.9590409590409592,bits/trace,0.9097878865320724,1.0,False,False
qwen35_9b,Qwen3.5 9B,gpqa,GPQA,binary,413,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_Biology|prompt_stratum_Chemistry|prompt_stratum_Physics,AUROC,0.699985896622241,0.7266412805867005,0.6793244482053452,0.0111014903496458,-0.0250333994209064,0.0473016018370832,0.2837162837162837,-0.0508821085762246,-0.0815622078656289,-0.0229976500533172,1.0,bits/trace,0.7711145996860282,1.0,False,False
qwen35_9b,Qwen3.5 9B,planning,Planning,binary,489,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_applicable_actions_mc|prompt_stratum_landmarks_mcq|prompt_stratum_progression_mcq|prompt_stratum_reachable_atom_mc|prompt_stratum_validation_mcq,AUROC,0.8060703733548213,0.8522249082281315,0.8649834362968932,0.042490023640823,0.0124789149305226,0.0716281648693669,0.0099900099900099,-0.0024055888499701,-0.0228338956712391,0.0174623393722345,0.5684315684315684,bits/trace,0.2637362637362637,1.0,False,False
qwen35_9b,Qwen3.5 9B,planning,Planning,binary,489,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_applicable_actions_mc|prompt_stratum_landmarks_mcq|prompt_stratum_progression_mcq|prompt_stratum_reachable_atom_mc|prompt_stratum_validation_mcq,AUROC,0.8060703733548213,0.8394216133942162,0.8489121676067687,0.0200143390596537,-0.0110227861269182,0.0484729292577727,0.1018981018981019,0.0020730082206178,-0.0325224726679118,0.0338243255005018,0.4565434565434565,bits/trace,0.4270015698587127,1.0,False,False
qwen35_9b,Qwen3.5 9B,moral,Moral,continuous,485,360,conversational,estimated,log_tokens|log_segments,R2,0.0098032260433279,-0.0110658355265211,-0.0251239183900011,-0.0208690615698492,-0.0377185188059079,-0.0051767448261998,0.989010989010989,-0.01405808286348,-0.0463995931659144,0.0156210587339296,0.8141858141858141,delta R2,1.0,1.0,False,False
qwen35_9b,Qwen3.5 9B,moral,Moral,continuous,485,360,cognitive,estimated,log_tokens|log_segments,R2,0.0098032260433279,0.0121974157207543,0.0015278630953158,0.0023941896774264,-0.0124050454987972,0.0178296226317319,0.4025974025974026,-0.0106695526254387,-0.0366234786761939,0.0137123905820562,0.8191808191808192,delta R2,0.9084249084249084,1.0,False,False
qwen35_9b,Qwen3.5 9B,idea,Idea,continuous,344,7,conversational,estimated,log_tokens|log_segments,R2,-0.0006365958959253,0.0275443636996677,-0.0078553199282513,0.0281809595955929,-0.0304417086388615,0.0785198207907915,0.1608391608391608,-0.0353996836279191,-0.0761956982097597,0.0048055455464588,0.957042957042957,delta R2,0.5443786982248521,1.0,False,False
qwen35_9b,Qwen3.5 9B,idea,Idea,continuous,344,7,cognitive,estimated,log_tokens|log_segments,R2,-0.0006365958959253,0.0064954528063393,-0.0533494915189396,0.0071320487022646,-0.0300876723611852,0.0433536100787469,0.3666333666333666,-0.0598449443252791,-0.1059120735420174,-0.0217096967181926,1.0,delta R2,0.8886248886248885,1.0,False,False
qwen35_9b,Qwen3.5 9B,safety,Safety,continuous,308,1,conversational,insufficient_outcome_variation,,,,,,,,,,,,,,,,,False,False
qwen35_9b,Qwen3.5 9B,safety,Safety,continuous,308,1,cognitive,insufficient_outcome_variation,,,,,,,,,,,,,,,,,False,False
qwen35_9b,Qwen3.5 9B,security,Security,binary,301,2,conversational,estimated,log_tokens|log_segments,AUROC,0.608843537414966,0.7014842300556586,0.6926406926406926,0.0421142030122558,-0.0033190757911567,0.0835081076807553,0.0359640359640359,-0.0187298347767359,-0.0577815510852879,0.0192918599846348,0.8141858141858141,bits/trace,0.3164835164835165,1.0,False,False
qwen35_9b,Qwen3.5 9B,security,Security,binary,301,2,cognitive,estimated,log_tokens|log_segments,AUROC,0.608843537414966,0.66852195423624,0.6236239950525665,0.0023599006047053,-0.0556261708176701,0.0524720894693676,0.4425574425574425,-0.0332175914317037,-0.068124802849261,-0.0002943951737943,0.987012987012987,bits/trace,0.9097878865320724,1.0,False,False
qwen35_27b,Qwen3.5 27B,math,Math,binary,439,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_1|prompt_stratum_2|prompt_stratum_3|prompt_stratum_4|prompt_stratum_5,AUROC,0.6189285411545308,0.5991989488853098,0.5877977451894549,-0.0143353061303562,-0.0250358717822008,-0.0028853659586468,0.989010989010989,-0.0167968430596965,-0.0411230643218956,0.0074356401258218,0.9010989010989012,bits/trace,1.0,1.0,False,False
qwen35_27b,Qwen3.5 27B,math,Math,binary,439,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_1|prompt_stratum_2|prompt_stratum_3|prompt_stratum_4|prompt_stratum_5,AUROC,0.6189285411545308,0.6195007205221666,0.5956175298804781,-0.0014264888994652,-0.0131082284167086,0.0113410280107049,0.5944055944055944,-0.0175821920026588,-0.0387546238295925,0.0030669093455555,0.9530469530469532,bits/trace,0.9869375907111756,1.0,False,False
qwen35_27b,Qwen3.5 27B,code,Code,binary,157,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_easy|prompt_stratum_hard|prompt_stratum_medium,AUROC,0.7696827262044653,0.8345084214649432,0.8121817469643556,-0.0623711488789884,-0.3931080156580153,0.1397869737447135,0.5044955044955045,-0.1030508315972291,-0.2714726577705327,0.0242563193392573,0.8641358641358642,bits/trace,0.9311504821708904,1.0,False,False
qwen35_27b,Qwen3.5 27B,code,Code,binary,157,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_easy|prompt_stratum_hard|prompt_stratum_medium,AUROC,0.7696827262044653,0.8752448100274187,0.8443008225616921,0.1299469326128199,0.0156386316638908,0.2358926489037029,0.0119880119880119,-0.0596321783399527,-0.1365865574422266,0.0115983403462931,0.93006993006993,bits/trace,0.2637362637362637,1.0,False,False
qwen35_27b,Qwen3.5 27B,gpqa,GPQA,binary,483,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_Biology|prompt_stratum_Chemistry|prompt_stratum_Physics,AUROC,0.7005300807987237,0.7401574803149606,0.7218877052133189,0.0327281364711466,0.0017484366489936,0.0642817735049019,0.0269730269730269,-0.0238953807231144,-0.0467416090879801,-0.0013458046099925,0.9630369630369632,bits/trace,0.2967032967032967,1.0,False,False
qwen35_27b,Qwen3.5 27B,gpqa,GPQA,binary,483,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_Biology|prompt_stratum_Chemistry|prompt_stratum_Physics,AUROC,0.7005300807987237,0.7455869486902372,0.7415727445833976,0.0275357786169568,-0.0068128925908864,0.0569786107371501,0.0539460539460539,-0.0092106916089928,-0.0366816860548419,0.0166513702722055,0.7712287712287712,bits/trace,0.3516483516483517,1.0,False,False
qwen35_27b,Qwen3.5 27B,planning,Planning,binary,499,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_applicable_actions_mc|prompt_stratum_landmarks_mcq|prompt_stratum_progression_mcq|prompt_stratum_reachable_atom_mc|prompt_stratum_validation_mcq,AUROC,0.8800492610837438,0.9365147783251232,0.9288177339901478,0.055500022937582,0.0213770969931182,0.0889530495954673,0.0019980019980019,-0.0072067067353062,-0.0233821402477775,0.011744740899818,0.7852147852147852,bits/trace,0.1758241758241758,1.0,False,False
qwen35_27b,Qwen3.5 27B,planning,Planning,binary,499,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_applicable_actions_mc|prompt_stratum_landmarks_mcq|prompt_stratum_progression_mcq|prompt_stratum_reachable_atom_mc|prompt_stratum_validation_mcq,AUROC,0.8800492610837438,0.9080049261083744,0.902832512315271,0.0250316965355449,-0.0004589885548935,0.0485435795404204,0.0199800199800199,0.004010009312361,-0.0220551495284139,0.0292603812471424,0.3716283716283716,bits/trace,0.293040293040293,1.0,False,False
qwen35_27b,Qwen3.5 27B,moral,Moral,continuous,497,372,conversational,estimated,log_tokens|log_segments,R2,0.0009967959415049,-0.0066459896526824,-0.0163988547247868,-0.0076427855941871,-0.0246904849750737,0.0104541292767277,0.7832167832167832,-0.0097528650721044,-0.0362256003395137,0.0153323237890394,0.7512487512487512,delta R2,1.0,1.0,False,False
qwen35_27b,Qwen3.5 27B,moral,Moral,continuous,497,372,cognitive,estimated,log_tokens|log_segments,R2,0.0009967959415049,-0.0138458340905933,-0.0457070873735854,-0.0148426300320979,-0.0289379640105256,-0.0006490867461576,0.982017982017982,-0.0318612532829922,-0.1176080509153522,0.0302732125503397,0.7102897102897103,delta R2,1.0,1.0,False,False
qwen35_27b,Qwen3.5 27B,idea,Idea,continuous,498,8,conversational,estimated,log_tokens|log_segments,R2,0.013961807847762,0.0488966458621357,0.0120815490538965,0.034934838014374,0.0015008839083742,0.0703111987449594,0.0259740259740259,-0.0368150968082391,-0.0572231722612699,-0.0148274921173036,1.0,delta R2,0.2967032967032967,1.0,False,False
qwen35_27b,Qwen3.5 27B,idea,Idea,continuous,498,8,cognitive,estimated,log_tokens|log_segments,R2,0.013961807847762,0.0007901306729685,-0.0136601291092228,-0.0131716771747933,-0.0304760383595296,0.0032869367037265,0.924075924075924,-0.0144502597821914,-0.0364992711133434,0.0055410795782632,0.908091908091908,delta R2,1.0,1.0,False,False
qwen35_27b,Qwen3.5 27B,safety,Safety,continuous,313,1,conversational,insufficient_outcome_variation,,,,,,,,,,,,,,,,,False,False
qwen35_27b,Qwen3.5 27B,safety,Safety,continuous,313,1,cognitive,insufficient_outcome_variation,,,,,,,,,,,,,,,,,False,False
qwen35_27b,Qwen3.5 27B,security,Security,binary,455,2,conversational,estimated,log_tokens|log_segments,AUROC,0.589778468713564,0.6739214924212981,0.6778727814483742,0.024266504617358,-0.0026353661832715,0.0525967163707854,0.0549450549450549,0.0011977288752896,-0.0188145058993681,0.0230043735555049,0.4535464535464535,bits/trace,0.3516483516483517,1.0,False,False
qwen35_27b,Qwen3.5 27B,security,Security,binary,455,2,cognitive,estimated,log_tokens|log_segments,AUROC,0.589778468713564,0.5348166860992356,0.6037375307682342,-0.0233589857169548,-0.0418802059677565,-0.0067387011639212,0.996003996003996,0.0117069669851148,-0.0191071580353923,0.0462302556784751,0.2597402597402597,bits/trace,1.0,1.0,False,False
