gen_model,task_type,behavior,n,presence,mean_rate,mean_count
reasoner,code,verification,154,1.0,0.1603119886268125,79.56493506493507
reasoner,code,backtracking,154,0.974025974025974,0.06293167180768065,37.54545454545455
reasoner,code,subgoal,154,1.0,0.07780341173419995,43.01298701298701
reasoner,code,backward_chaining,154,0.19480519480519481,0.002424949710704799,1.5714285714285714
reasoner,gpqa,Question_and_Answering,484,0.9028925619834711,0.03355722050880745,7.725206611570248
reasoner,gpqa,Perspective_Shift,484,0.9958677685950413,0.20358687167785952,55.94421487603306
reasoner,gpqa,Conflict_of_Perspectives,484,0.9793388429752066,0.1450701732752061,43.235537190082646
reasoner,gpqa,Reconciliation,484,0.9917355371900827,0.04856635891416114,11.059917355371901
reasoner,gpqa,verification,484,0.9462809917355371,0.14272255784381951,41.83471074380165
reasoner,gpqa,backtracking,484,0.890495867768595,0.08000761534546298,26.65495867768595
reasoner,gpqa,subgoal,484,0.9896694214876033,0.0473286657108936,11.642561983471074
reasoner,gpqa,backward_chaining,484,0.3202479338842975,0.00595902257223232,1.9504132231404958
reasoner,idea,Question_and_Answering,493,0.9553752535496958,0.10467686680480755,5.198782961460446
reasoner,idea,Perspective_Shift,493,1.0,0.30476693120160675,20.383367139959432
reasoner,idea,Conflict_of_Perspectives,493,0.949290060851927,0.08978906157833522,6.963488843813387
reasoner,idea,Reconciliation,493,0.9675456389452333,0.05527207482566125,3.0405679513184585
reasoner,idea,verification,493,0.8884381338742393,0.08106767013491263,5.823529411764706
reasoner,idea,backtracking,493,0.7728194726166329,0.06999376755191475,5.162271805273834
reasoner,idea,subgoal,493,0.9959432048681541,0.10815210152070681,5.701825557809331
reasoner,idea,backward_chaining,493,0.0486815415821501,0.0011247820294946153,0.06288032454361055
reasoner,math,Question_and_Answering,498,0.6124497991967871,0.030610690544658314,5.333333333333333
reasoner,math,Perspective_Shift,498,0.8152610441767069,0.11453255467332156,19.41566265060241
reasoner,math,Conflict_of_Perspectives,498,0.6244979919678715,0.04575982414863012,13.917670682730924
reasoner,math,Reconciliation,498,0.6726907630522089,0.03516566444203166,6.176706827309237
reasoner,math,verification,498,0.6867469879518072,0.132944117753141,25.413654618473895
reasoner,math,backtracking,498,0.5321285140562249,0.025278405690193313,8.060240963855422
reasoner,math,subgoal,498,0.9799196787148594,0.156750008779147,9.961847389558233
reasoner,math,backward_chaining,498,0.1144578313253012,0.0029120072509942214,0.3273092369477912
reasoner,moral,Question_and_Answering,500,0.85,0.0804187298247223,3.87
reasoner,moral,Perspective_Shift,500,1.0,0.2447123167344028,11.24
reasoner,moral,Conflict_of_Perspectives,500,0.986,0.10941786931709932,5.028
reasoner,moral,Reconciliation,500,0.986,0.08308306389986857,3.698
reasoner,moral,verification,500,0.146,0.004578745909672316,0.25
reasoner,moral,backtracking,500,0.192,0.004979620517280664,0.248
reasoner,moral,subgoal,500,0.99,0.12834050481958892,5.838
reasoner,moral,backward_chaining,500,0.004,8.514412416851442e-05,0.004
reasoner,planning,Question_and_Answering,458,0.8646288209606987,0.04077143376020302,8.072052401746724
reasoner,planning,Perspective_Shift,458,0.9934497816593887,0.13956571948545732,28.329694323144103
reasoner,planning,Conflict_of_Perspectives,458,0.980349344978166,0.0971734569581309,22.38427947598253
reasoner,planning,Reconciliation,458,0.9781659388646288,0.054714128536335734,13.460698689956331
reasoner,planning,verification,458,0.9868995633187773,0.19410975267461802,34.685589519650655
reasoner,planning,backtracking,458,0.8187772925764192,0.035934320207767996,9.875545851528384
reasoner,planning,subgoal,458,0.9978165938864629,0.04192891148203964,6.901746724890829
reasoner,planning,backward_chaining,458,0.32532751091703055,0.007258269419068588,1.7467248908296944
reasoner,safety,Question_and_Answering,312,0.8942307692307693,0.10468997410654093,4.826923076923077
reasoner,safety,Perspective_Shift,312,1.0,0.2569917157044247,15.961538461538462
reasoner,safety,Conflict_of_Perspectives,312,0.9006410256410257,0.0858036088404007,4.743589743589744
reasoner,safety,Reconciliation,312,0.9807692307692307,0.066168066980452,2.7435897435897436
reasoner,safety,verification,312,0.3301282051282051,0.015369790598761956,0.7660256410256411
reasoner,safety,backtracking,312,0.44551282051282054,0.020400466653833896,0.9455128205128205
reasoner,safety,subgoal,312,0.9711538461538461,0.1343285455641582,5.791666666666667
reasoner,safety,backward_chaining,312,0.04807692307692308,0.001411252474681367,0.07371794871794872
reasoner,security,Question_and_Answering,398,0.6432160804020101,0.023010919862652458,2.698492462311558
reasoner,security,Perspective_Shift,398,1.0,0.18355028025284661,23.301507537688444
reasoner,security,Conflict_of_Perspectives,398,0.8919597989949749,0.0965391392667291,17.22613065326633
reasoner,security,Reconciliation,398,0.9798994974874372,0.04924653633318722,5.389447236180905
reasoner,security,verification,398,0.6934673366834171,0.07234026269400808,15.037688442211055
reasoner,security,backtracking,398,0.550251256281407,0.034017768928700134,8.811557788944723
reasoner,security,subgoal,398,0.949748743718593,0.047471005500203424,6.434673366834171
reasoner,security,backward_chaining,398,0.1658291457286432,0.0061689800499827845,1.6281407035175879
