gen_model,model_label,task_type,domain,outcome_kind,n,outcome_unique,signature_family,layer,behavior,behavior_label,shapley_gain,shapley_ci_low,shapley_ci_high,shapley_p_value,shapley_unit,direction_effect,direction_ci_low,direction_ci_high,direction_unit,shapley_q_value,supported,amount_supported,timing_supported,parent_block_supported
gemma4_e4b,Gemma 4 E4B,planning,Planning,binary,488,2,conversational,timing,Question_and_Answering,Question–answer,-0.003342674402337897,-0.010407660268110745,0.0026720027393808132,0.8041958041958042,bits/trace,0.009546178216243706,-0.07574789457710811,0.10492635294041308,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,planning,Planning,binary,488,2,conversational,timing,Perspective_Shift,Perspective shift,-0.0028737752889343876,-0.00988442908956756,0.003917413909029069,0.8001998001998002,bits/trace,-0.020580465264627423,-0.06371629475675165,0.023003340152231936,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,planning,Planning,binary,488,2,conversational,timing,Conflict_of_Perspectives,Perspective conflict,0.015177683718894833,-0.0046673122694143206,0.03429226973799666,0.07392607392607392,bits/trace,-0.1385474359630896,-0.20803607386371892,-0.067515723582055,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,planning,Planning,binary,488,2,conversational,timing,Reconciliation,Reconciliation,0.018384479723899946,-0.0009773424824057622,0.03694450326123782,0.04395604395604396,bits/trace,-0.09984179409439131,-0.15746696727647355,-0.0462778882342152,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,planning,Planning,binary,488,2,cognitive,amount,verification,Verification,-0.0022159820793059893,-0.005368820861491313,0.00067647133323955,0.9310689310689311,bits/trace,-0.09635360141230864,-0.3478150506088076,0.12203672955437367,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,planning,Planning,binary,488,2,cognitive,amount,backtracking,Backtracking,0.03232355270012898,6.555086668091144e-05,0.05980028704460823,0.01998001998001998,bits/trace,-0.5661947232593615,-0.8921374238899468,-0.2746813595144962,standardized high-minus-low outcome rate difference,0.7403123192596877,False,False,False,False
gemma4_e4b,Gemma 4 E4B,planning,Planning,binary,488,2,cognitive,amount,subgoal,Subgoal setting,-0.00148905687121722,-0.0126091997070503,0.007162368603144196,0.5804195804195804,bits/trace,0.7046153802485139,0.511164428904114,0.9010891298901177,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,planning,Planning,binary,488,2,cognitive,amount,backward_chaining,Backward chaining,-9.258946994068353e-05,-0.004743136167643494,0.003819111046560575,0.5314685314685315,bits/trace,0.004213590998594835,-0.21390766422777013,0.19882595051824292,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,planning,Planning,binary,488,2,cognitive,timing,verification,Verification,0.002385842815619159,-0.010749366493756646,0.014858830948711517,0.35364635364635366,bits/trace,0.045815708587750636,0.01765988144205728,0.0744595184225835,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,planning,Planning,binary,488,2,cognitive,timing,backtracking,Backtracking,0.022630071614570632,-0.011304392724603205,0.05310386912760585,0.0999000999000999,bits/trace,-0.22099979991087715,-0.32679728017525916,-0.11226290310204129,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,planning,Planning,binary,488,2,cognitive,timing,subgoal,Subgoal setting,-0.005382886425120227,-0.015646607354924135,0.005188153206256045,0.8401598401598401,bits/trace,0.01632043653054513,-0.024457343025178165,0.0571271475284603,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,planning,Planning,binary,488,2,cognitive,timing,backward_chaining,Backward chaining,-0.005981057070450684,-0.016182709809093268,0.002743841847098589,0.8961038961038961,bits/trace,0.033726827411296734,-0.10330871869386649,0.16202316987390525,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,moral,Moral,continuous,500,389,conversational,amount,Question_and_Answering,Question–answer,-0.002932762142763802,-0.0068191092201061254,0.0008432276937788577,0.939060939060939,delta R2,0.09235357620234881,-0.06783593832328332,0.27125480827905224,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,moral,Moral,continuous,500,389,conversational,amount,Perspective_Shift,Perspective shift,0.02362895661834579,-0.011406401250270619,0.05822059220914691,0.08191808191808192,delta R2,-0.2238418150770369,-0.3946402479102452,-0.052298608515375676,standardized high-minus-low outcome rate difference,0.8903436988543372,False,False,False,False
gemma4_e4b,Gemma 4 E4B,moral,Moral,continuous,500,389,conversational,amount,Conflict_of_Perspectives,Perspective conflict,0.005016879321283719,-0.006530516279440803,0.015943099190477265,0.2097902097902098,delta R2,-0.1630823288539517,-0.33773726981337837,0.01463860975665701,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,moral,Moral,continuous,500,389,conversational,amount,Reconciliation,Reconciliation,0.012823211016749044,-0.00478310231921893,0.029988687715430153,0.0899100899100899,delta R2,-0.21398481480272474,-0.38117686478164076,-0.055546113983010674,standardized high-minus-low outcome rate difference,0.8903436988543372,False,False,False,False
gemma4_e4b,Gemma 4 E4B,moral,Moral,continuous,500,389,conversational,timing,Question_and_Answering,Question–answer,-0.0008354236470989172,-0.011955305910471139,0.010793257200510508,0.5814185814185814,delta R2,-0.05883269786220047,-0.1318864404943383,0.0163496675023717,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,moral,Moral,continuous,500,389,conversational,timing,Perspective_Shift,Perspective shift,-0.0019012617149829984,-0.02053545628747794,0.015208584066468534,0.6113886113886113,delta R2,0.06651824651986038,0.0069465353346695406,0.12458056874187755,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,moral,Moral,continuous,500,389,conversational,timing,Conflict_of_Perspectives,Perspective conflict,-0.010406310604093052,-0.02080065101965118,-0.0001781843125288156,0.974025974025974,delta R2,0.03200184364738945,-0.030726984736984292,0.09079476537576837,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,moral,Moral,continuous,500,389,conversational,timing,Reconciliation,Reconciliation,-0.00875882686058157,-0.016325705938574582,-0.001730420272381504,0.994005994005994,delta R2,0.005883446451160679,-0.05085570397871514,0.06370928644595027,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,moral,Moral,continuous,500,389,cognitive,amount,verification,Verification,0.02336680501899373,-0.0020806758117648313,0.0472087166650691,0.03696303696303696,delta R2,0.16786855659065067,-0.00138315924511601,0.3553326012899991,standardized high-minus-low outcome rate difference,0.7403123192596877,False,False,False,False
gemma4_e4b,Gemma 4 E4B,moral,Moral,continuous,500,389,cognitive,amount,backtracking,Backtracking,-0.0051097351200793594,-0.011105220763445913,0.00028844958886401476,0.9530469530469531,delta R2,-0.08635177131206757,-0.259740409486231,0.09622935699458124,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,moral,Moral,continuous,500,389,cognitive,amount,subgoal,Subgoal setting,-0.010264731230804798,-0.017862324496585723,-0.0030338388732195744,0.997002997002997,delta R2,-0.054829882678757755,-0.21884690111125976,0.11876130276517356,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,moral,Moral,continuous,500,389,cognitive,amount,backward_chaining,Backward chaining,-2.1820059313203405e-17,-4.515913605109137e-17,4.685836657094779e-18,0.962037962037962,delta R2,0.0,0.0,0.0,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,moral,Moral,continuous,500,389,cognitive,timing,verification,Verification,-0.003071722902421376,-0.019632931627549272,0.014177379272614794,0.6033966033966034,delta R2,-0.04813530447338288,-0.075042985935289,-0.020063632770137306,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,moral,Moral,continuous,500,389,cognitive,timing,backtracking,Backtracking,0.00033268628074596007,-0.017557768886981753,0.01877312893354555,0.4645354645354645,delta R2,-0.012530393457117706,-0.04961490108311235,0.022020059681697582,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,moral,Moral,continuous,500,389,cognitive,timing,subgoal,Subgoal setting,0.0041879049403596,-0.014437995885649712,0.02170366644618068,0.34165834165834164,delta R2,-0.035392609232360706,-0.06373317753694208,-0.006427938232874251,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,moral,Moral,continuous,500,389,cognitive,timing,backward_chaining,Backward chaining,-8.053595509541709e-18,-9.463600638764315e-17,6.530806276609585e-17,0.5574425574425574,delta R2,,,,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,idea,Idea,continuous,500,9,conversational,amount,Question_and_Answering,Question–answer,0.0003646082023132611,-0.005239742795522418,0.005711434895165009,0.43656343656343655,delta R2,-0.09940068796500562,-0.30380063994695106,0.09142092543726174,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,idea,Idea,continuous,500,9,conversational,amount,Perspective_Shift,Perspective shift,0.00687524962712993,-0.008669981808464853,0.024345457273516953,0.22577422577422576,delta R2,-0.19422788309731617,-0.3865367729945758,0.0045954115570780996,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,idea,Idea,continuous,500,9,conversational,amount,Conflict_of_Perspectives,Perspective conflict,-0.0018178179444644528,-0.006490831331920445,0.002835639006993869,0.7982017982017982,delta R2,0.03051901317137603,-0.16297809177003628,0.21605149726365203,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,idea,Idea,continuous,500,9,conversational,amount,Reconciliation,Reconciliation,-0.012953298621826034,-0.02311914115996164,-0.003628026726141419,0.994005994005994,delta R2,-0.13854044167569562,-0.3545386151773403,0.06513778632762723,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,idea,Idea,continuous,500,9,conversational,timing,Question_and_Answering,Question–answer,0.009831166619892858,-0.016620895379400216,0.034409585265956895,0.21578421578421578,delta R2,0.03718740636766538,-0.018401549338034277,0.09599769147460847,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,idea,Idea,continuous,500,9,conversational,timing,Perspective_Shift,Perspective shift,-0.005036388318899549,-0.015533353880245463,0.005766340367159861,0.8341658341658341,delta R2,-0.018988661862354372,-0.044745910356578704,0.0051753486784373165,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,idea,Idea,continuous,500,9,conversational,timing,Conflict_of_Perspectives,Perspective conflict,-0.005721725590158619,-0.014110633873921627,0.002728610704001512,0.9050949050949051,delta R2,-0.0014531304965992309,-0.046781693371181356,0.04584390725207812,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,idea,Idea,continuous,500,9,conversational,timing,Reconciliation,Reconciliation,-0.0061543392996826875,-0.02083405268923737,0.007484851028196707,0.8031968031968032,delta R2,-0.04208800928379619,-0.10559569778154758,0.0175375115767913,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,idea,Idea,continuous,500,9,cognitive,amount,verification,Verification,-0.0031187946246291768,-0.00807839419065677,0.0018131963235324057,0.8891108891108891,delta R2,-0.09121442715784908,-0.29670519900982306,0.1032134746397299,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,idea,Idea,continuous,500,9,cognitive,amount,backtracking,Backtracking,-0.008935934872824979,-0.015992122358237843,-0.002986739110346356,0.997002997002997,delta R2,-0.06059824174682462,-0.27567430521085023,0.14637922474901857,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,idea,Idea,continuous,500,9,cognitive,amount,subgoal,Subgoal setting,0.003473791233327015,-0.010616156611094886,0.017177702397764148,0.3066933066933067,delta R2,0.261215177406758,0.06651269107949502,0.4515427426196398,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,idea,Idea,continuous,500,9,cognitive,amount,backward_chaining,Backward chaining,-4.224629178580329e-05,-8.9133877446511e-05,5.588133403524384e-07,0.9250749250749251,delta R2,0.061323490552855506,0.0,0.18397047165856653,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,idea,Idea,continuous,500,9,cognitive,timing,verification,Verification,-0.006400929414530247,-0.01519857249734401,0.0031319017875878832,0.929070929070929,delta R2,0.0026613786811753304,-0.03796593307446934,0.04091190110070987,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,idea,Idea,continuous,500,9,cognitive,timing,backtracking,Backtracking,-0.0037874710551849184,-0.012505517411380519,0.005217918319092227,0.7952047952047953,delta R2,0.023631252037955353,-0.0628993891556635,0.1165352755971886,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,idea,Idea,continuous,500,9,cognitive,timing,subgoal,Subgoal setting,0.00872096214836773,-0.010133854642654346,0.02641026116390867,0.16383616383616384,delta R2,0.006316479369411598,-0.019260060562516078,0.030768495597605416,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,idea,Idea,continuous,500,9,cognitive,timing,backward_chaining,Backward chaining,-6.360535871297981e-08,-1.358750294764844e-07,-2.6630404643903743e-09,0.9340659340659341,delta R2,,,,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,security,Security,binary,472,2,conversational,amount,Question_and_Answering,Question–answer,-0.0022088449428243817,-0.010752063861057946,0.00493286067063325,0.6823176823176823,bits/trace,0.15118114305661343,-0.00575515359123803,0.32139764258994835,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,security,Security,binary,472,2,conversational,amount,Perspective_Shift,Perspective shift,0.006667008912078961,-0.011033730281214594,0.022702261923509427,0.1998001998001998,bits/trace,-0.11668837233983301,-0.302789620266602,0.05884916728574676,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,security,Security,binary,472,2,conversational,amount,Conflict_of_Perspectives,Perspective conflict,-0.002810854028386089,-0.013453703285282736,0.007963424010337417,0.7102897102897103,bits/trace,0.0795860088555678,-0.10410742073133294,0.25806241766848453,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,security,Security,binary,472,2,conversational,amount,Reconciliation,Reconciliation,0.0015353168680439463,-0.006874465483737834,0.01089726069803906,0.35664335664335667,bits/trace,-0.08922373759764429,-0.26475285982036023,0.08625053855118185,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,security,Security,binary,472,2,conversational,timing,Question_and_Answering,Question–answer,-0.005027247672630053,-0.013562544452370396,0.0032774390242541066,0.8731268731268731,bits/trace,-0.021508555015665287,-0.11374945110187504,0.06909618638035817,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,security,Security,binary,472,2,conversational,timing,Perspective_Shift,Perspective shift,0.0028629768258030285,-0.010637204987729952,0.016546815008897698,0.35364635364635366,bits/trace,-0.032648636550857146,-0.06474310482162665,-0.0016233694243922383,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,security,Security,binary,472,2,conversational,timing,Conflict_of_Perspectives,Perspective conflict,-0.004784809548103466,-0.01263374040652266,0.002235199455563373,0.8581418581418582,bits/trace,-0.0186023784170376,-0.06621906788683724,0.025225088230222972,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,security,Security,binary,472,2,conversational,timing,Reconciliation,Reconciliation,-0.005038551517421101,-0.013016237266980155,0.0025367980173081127,0.8951048951048951,bits/trace,0.04977530870384084,0.005872321988542915,0.09024970827224377,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,security,Security,binary,472,2,cognitive,amount,verification,Verification,0.011572980365147997,-0.0063556204951773125,0.030449712389783796,0.11188811188811189,bits/trace,0.22749663478814983,0.05468918578045537,0.4099299540110661,standardized high-minus-low outcome rate difference,0.8903436988543372,False,False,False,False
gemma4_e4b,Gemma 4 E4B,security,Security,binary,472,2,cognitive,amount,backtracking,Backtracking,0.002591615907392046,-0.0058082901127432945,0.010521486659843303,0.26573426573426573,bits/trace,-0.37428327196170597,-0.5611357085387164,-0.19429120082466933,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,security,Security,binary,472,2,cognitive,amount,subgoal,Subgoal setting,0.028561822316194713,0.0018476059887814532,0.05527298725898959,0.017982017982017984,bits/trace,0.039352910125318115,-0.15471912380452926,0.232344097483392,standardized high-minus-low outcome rate difference,0.7403123192596877,False,False,False,False
gemma4_e4b,Gemma 4 E4B,security,Security,binary,472,2,cognitive,amount,backward_chaining,Backward chaining,0.0027101687429275764,-0.006493104961802969,0.010847201220013996,0.2887112887112887,bits/trace,-0.20523757850522845,-0.38052213433328136,-0.012720515615872195,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,security,Security,binary,472,2,cognitive,timing,verification,Verification,-0.004132666935078679,-0.012156487990256445,0.004462690851830193,0.8351648351648352,bits/trace,0.02092726406915113,-0.015368831697122548,0.05638882610744111,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,security,Security,binary,472,2,cognitive,timing,backtracking,Backtracking,0.009171134672918285,-0.009908235825498974,0.026258277237458893,0.17182817182817184,bits/trace,-0.08783807090906715,-0.14699974842706742,-0.0325274622074086,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,security,Security,binary,472,2,cognitive,timing,subgoal,Subgoal setting,-0.013495931458358451,-0.022688656837209126,-0.00473584434522507,1.0,bits/trace,-0.05692958737443665,-0.08297749270892701,-0.02877818756129519,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_e4b,Gemma 4 E4B,security,Security,binary,472,2,cognitive,timing,backward_chaining,Backward chaining,-0.001805871316845362,-0.011563230456894428,0.00800684590108808,0.6643356643356644,bits/trace,-0.02448392343870809,-0.10084059181343259,0.05304174866749436,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_31b,Gemma 4 31B,math,Math,binary,499,2,conversational,amount,Question_and_Answering,Question–answer,0.0025967969466607326,-0.008894117908773539,0.01486145978089933,0.3256743256743257,bits/trace,-0.15366607842971128,-0.34444202830476595,0.008352973113148114,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_31b,Gemma 4 31B,math,Math,binary,499,2,conversational,amount,Perspective_Shift,Perspective shift,-0.001810565556234024,-0.005709062791107949,0.0016155629943898034,0.8381618381618382,bits/trace,0.02287456472087099,-0.146674964520829,0.2081203354286163,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_31b,Gemma 4 31B,math,Math,binary,499,2,conversational,amount,Conflict_of_Perspectives,Perspective conflict,0.0007085417683652743,-0.011932794860524922,0.012484056278989625,0.44955044955044954,bits/trace,0.09964122646671329,-0.0675487632125469,0.272937526303407,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_31b,Gemma 4 31B,math,Math,binary,499,2,conversational,amount,Reconciliation,Reconciliation,-0.0007035815313599311,-0.005885779463467896,0.004390724893867526,0.6193806193806194,bits/trace,0.16936255069521988,-0.016465077121331256,0.34489016571756814,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_31b,Gemma 4 31B,math,Math,binary,499,2,conversational,timing,Question_and_Answering,Question–answer,-0.004002220470594917,-0.00957871494971061,0.0008887782810213033,0.935064935064935,bits/trace,-0.04890497827252005,-0.1308341265685729,0.02438582628575213,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_31b,Gemma 4 31B,math,Math,binary,499,2,conversational,timing,Perspective_Shift,Perspective shift,0.007349120614399941,-0.009200602730065035,0.02346836924230683,0.2017982017982018,bits/trace,-0.05768656590359622,-0.10358957495719603,-0.00987333720329902,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_31b,Gemma 4 31B,math,Math,binary,499,2,conversational,timing,Conflict_of_Perspectives,Perspective conflict,-0.006620376073240591,-0.019785902127615076,0.005131908162795457,0.8561438561438561,bits/trace,-0.06592966269381945,-0.1494534691960478,0.017499928691040154,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_31b,Gemma 4 31B,math,Math,binary,499,2,conversational,timing,Reconciliation,Reconciliation,-0.004758911331834424,-0.008913153140545473,-0.0011121737187801178,0.989010989010989,bits/trace,-0.05454451019630002,-0.11429094059449374,0.0004545637764443336,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_31b,Gemma 4 31B,math,Math,binary,499,2,cognitive,amount,verification,Verification,-0.0017878844787963305,-0.006668112519979362,0.0031053397531462922,0.7622377622377622,bits/trace,0.040059453075434036,-0.13162052394497495,0.2177070672522822,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_31b,Gemma 4 31B,math,Math,binary,499,2,cognitive,amount,backtracking,Backtracking,-0.0008883251417734549,-0.007973376619618897,0.006782119733654336,0.6253746253746254,bits/trace,0.09506485248546723,-0.07850036908600139,0.2685406229499957,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_31b,Gemma 4 31B,math,Math,binary,499,2,cognitive,amount,subgoal,Subgoal setting,-0.0009541904551842902,-0.013457330544601196,0.011788850304500368,0.5444555444555444,bits/trace,-0.2793558697816206,-0.4566465076466236,-0.12446434872274202,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_31b,Gemma 4 31B,math,Math,binary,499,2,cognitive,amount,backward_chaining,Backward chaining,0.0035785864890705444,-0.019853295800670183,0.019121826977387672,0.4245754245754246,bits/trace,-0.19604433962358175,-0.3769895036624444,-0.028963806592911243,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_31b,Gemma 4 31B,math,Math,binary,499,2,cognitive,timing,verification,Verification,-0.005652427946064932,-0.010974842426351378,-0.0005542206004996924,0.98001998001998,bits/trace,-0.025413867518774724,-0.05823970927688846,0.009170839264191558,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_31b,Gemma 4 31B,math,Math,binary,499,2,cognitive,timing,backtracking,Backtracking,-0.0021881250316118706,-0.008846769642949845,0.004255216969088622,0.7242757242757243,bits/trace,-0.02202164344484664,-0.142077944952498,0.09616285422387329,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_31b,Gemma 4 31B,math,Math,binary,499,2,cognitive,timing,subgoal,Subgoal setting,-0.005112428871607697,-0.009174853964446103,-0.0007403044151943377,0.9920079920079921,bits/trace,-0.015055670272458355,-0.07284035496695047,0.04602257217415719,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_31b,Gemma 4 31B,math,Math,binary,499,2,cognitive,timing,backward_chaining,Backward chaining,-0.008183609184422251,-0.017256272306388164,0.0003333210113186163,0.962037962037962,bits/trace,0.3116462344328513,0.027733230843477546,0.5771862640470641,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_31b,Gemma 4 31B,code,Code,binary,174,2,conversational,amount,Question_and_Answering,Question–answer,-0.014451061697431341,-0.02372750288979206,-0.005107002894778793,0.999000999000999,bits/trace,-0.11415074292625535,-0.35278469645414134,0.12681274431865242,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_31b,Gemma 4 31B,code,Code,binary,174,2,conversational,amount,Perspective_Shift,Perspective shift,-0.03583037250685841,-0.06366419599417733,-0.01215829308968421,1.0,bits/trace,-0.1495689396095153,-0.4115246812329592,0.11981402646934822,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_31b,Gemma 4 31B,code,Code,binary,174,2,conversational,amount,Conflict_of_Perspectives,Perspective conflict,0.02777687311567425,-0.014845655400903445,0.06796213993213587,0.10789210789210789,bits/trace,-1.2571852899975635,-1.5793315476465037,-0.9344028774724683,standardized high-minus-low outcome rate difference,0.8903436988543372,False,False,False,False
gemma4_31b,Gemma 4 31B,code,Code,binary,174,2,conversational,amount,Reconciliation,Reconciliation,0.0014543335573106299,-0.009091675531800179,0.011464272735069059,0.36863136863136864,bits/trace,-0.4840750782390079,-0.7175509826142794,-0.2260664260196112,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_31b,Gemma 4 31B,code,Code,binary,174,2,conversational,timing,Question_and_Answering,Question–answer,-0.007563846388110029,-0.047509493711746835,0.02695133182114398,0.6553446553446554,bits/trace,0.08018203868490226,0.01814357179532554,0.14778260964124987,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_31b,Gemma 4 31B,code,Code,binary,174,2,conversational,timing,Perspective_Shift,Perspective shift,-0.023714201845786972,-0.04565834736308804,-0.00283762427160197,0.989010989010989,bits/trace,0.012165551964456567,-0.016352703894302916,0.03944722372541405,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_31b,Gemma 4 31B,code,Code,binary,174,2,conversational,timing,Conflict_of_Perspectives,Perspective conflict,0.011052944489627544,-0.021427518591786748,0.04239887540069174,0.27172827172827174,bits/trace,-0.06751963730051869,-0.12495574692845965,-0.013448551590327231,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_31b,Gemma 4 31B,code,Code,binary,174,2,conversational,timing,Reconciliation,Reconciliation,-0.017829021888417382,-0.03827479236919858,0.001958303463581875,0.9400599400599401,bits/trace,0.04349594100524168,-0.007906271226959728,0.10163666023417946,high-minus-low conditional timing centroid; positive means later,1.0,False,False,False,False
gemma4_31b,Gemma 4 31B,code,Code,binary,174,2,cognitive,amount,verification,Verification,0.0145650743472215,-0.014546993549239735,0.04361345563689255,0.16583416583416583,bits/trace,0.572259850998605,0.31587325563453383,0.8251339086958356,standardized high-minus-low outcome rate difference,0.9893834978580741,False,False,False,False
gemma4_31b,Gemma 4 31B,code,Code,binary,174,2,cognitive,amount,backtracking,Backtracking,0.013656412256874416,-0.015701673996822686,0.038457588838834655,0.16283716283716285,bits/trace,-1.1098208374666136,-1.4042044332356916,-0.8186166328026855,standardized high-minus-low outcome rate difference,0.9893834978580741,False,False,False,False
gemma4_31b,Gemma 4 31B,code,Code,binary,174,2,cognitive,amount,subgoal,Subgoal setting,-0.00341425379569896,-0.007369603776170696,0.00029592310657890127,0.9460539460539461,bits/trace,0.4039564173701845,0.19354011580217773,0.6134481079618898,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
gemma4_31b,Gemma 4 31B,code,Code,binary,174,2,cognitive,amount,backward_chaining,Backward chaining,0.017628235465375158,-0.018029786489740855,0.053369720964354675,0.1928071928071928,bits/trace,-0.5000403240203501,-1.0808878035216136,-0.06347920060080567,standardized high-minus-low outcome rate difference,1.0,False,False,False,False
