gen_model,task_type,motif,lag,observed,support,traces,lift,risk_difference,log_lift
qwen35_4b,math,conflict_to_reconciliation,1,2036,10624,409,3.8765734075639777,0.14220575114773812,1.3549516060446056
qwen35_4b,math,verification_to_backtracking,1,1845,46834,409,1.9002823823886255,0.018663613337748238,0.6420024745859754
qwen35_4b,math,backtracking_to_subgoal,1,343,4392,409,1.4858194520728591,0.025535281431127613,0.3959664334151549
qwen35_4b,math,reconciliation_to_verification,1,3088,10471,409,1.3337497182446285,0.0737964888544872,0.2879943112515899
qwen35_4b,moral,question_to_subgoal,1,433,5638,420,0.5506043120464146,-0.06268333831226691,-0.5967388489119209
qwen35_4b,moral,perspective_to_verification,1,559,12360,420,0.6442928006790811,-0.024969089940823995,-0.43960198889949137
qwen35_4b,moral,conflict_to_verification,1,229,4330,420,0.7534206640669368,-0.01730879112993885,-0.2831315516878199
qwen35_4b,moral,conflict_to_reconciliation,1,1301,4330,420,4.4360369426589665,0.23272983976031741,1.4897613859389125
qwen35_4b,moral,verification_to_backtracking,1,155,4331,420,0.8776290755557872,-0.004990117277454083,-0.1305312363897234
qwen35_4b,moral,backtracking_to_subgoal,1,115,2516,420,0.3276906025928596,-0.093776149922784,-1.1156853858399585
qwen35_4b,moral,reconciliation_to_verification,1,461,4179,420,1.5715148733519275,0.04011784496486488,0.4520400364599884
qwen35_4b,planning,question_to_subgoal,1,468,44923,448,0.4458515063072509,-0.012948307981204391,-0.8077692747078377
qwen35_4b,planning,perspective_to_verification,1,5460,38909,448,0.6638874397268938,-0.07104489281943638,-0.409642659963977
qwen35_4b,planning,conflict_to_verification,1,2511,12673,448,0.9373874968407921,-0.013234550272349543,-0.06465853139236846
qwen35_4b,planning,conflict_to_reconciliation,1,2462,12673,448,4.69715044831995,0.15291189367926308,1.5469560182270061
qwen35_4b,planning,verification_to_backtracking,1,1358,66525,448,1.9081325154831354,0.009715285784378679,0.646124978686551
qwen35_4b,planning,backtracking_to_subgoal,1,128,3367,448,1.6269716655901045,0.01464990397691229,0.4867203964670279
qwen35_4b,planning,reconciliation_to_verification,1,2768,13017,448,1.0060210304583341,0.0012726791977882013,0.006002976458890597
qwen35_4b,safety,question_to_subgoal,1,77,2085,291,0.26786511713705957,-0.10093914093685813,-1.317271699606363
qwen35_4b,safety,perspective_to_verification,1,343,3912,291,0.8395026696170338,-0.01676258547502918,-0.17494562063070743
qwen35_4b,safety,conflict_to_verification,1,60,953,291,0.6028165364324723,-0.0414824454801363,-0.5061423735959556
qwen35_4b,safety,conflict_to_reconciliation,1,349,953,291,10.014750099210454,0.3296447030721339,2.304058991540271
qwen35_4b,safety,verification_to_backtracking,1,106,2462,291,1.4498885923175118,0.013359437263914576,0.37148671014691237
qwen35_4b,safety,backtracking_to_subgoal,1,51,700,291,0.5284496703296703,-0.06501245371520688,-0.6378077028986553
qwen35_4b,safety,reconciliation_to_verification,1,76,862,291,0.844176258714832,-0.016274468716077017,-0.16939396708244397
qwen35_4b,security,question_to_subgoal,1,120,5714,185,0.5447193737778762,-0.017552838543107272,-0.6074845057511931
qwen35_4b,security,perspective_to_verification,1,933,9670,185,0.7046173649601121,-0.04044704406034669,-0.3501003651850687
qwen35_4b,security,conflict_to_verification,1,493,3802,185,0.9469629314937171,-0.0072624196287488785,-0.0544953292432052
qwen35_4b,security,conflict_to_reconciliation,1,721,3802,185,3.6344828645909875,0.13745986235558105,1.2904668213854624
qwen35_4b,security,verification_to_backtracking,1,333,8041,185,1.9088551667211038,0.019717682720615196,0.6465036512555353
qwen35_4b,security,backtracking_to_subgoal,1,65,1274,185,1.3233531044926805,0.012466519567655411,0.2801687400043421
qwen35_4b,security,reconciliation_to_verification,1,624,3064,185,1.4872843257937536,0.06672433737560363,0.39695185446971365
qwen35_9b,code,question_to_subgoal,1,69,4712,131,0.41455972101133387,-0.020679465275583384,-0.8805381951642959
qwen35_9b,code,perspective_to_verification,1,656,7165,131,0.6564144594866714,-0.04792304269625969,-0.42096288778767427
qwen35_9b,code,conflict_to_verification,1,627,3813,131,1.1789387159913434,0.02495823227501151,0.16461463946494956
qwen35_9b,code,conflict_to_reconciliation,1,689,3813,131,4.1738896478439935,0.13740523421473042,1.4288483527542881
qwen35_9b,code,verification_to_backtracking,1,429,10081,131,2.1599206539390488,0.02285304957675031,0.7700714594770933
qwen35_9b,code,backtracking_to_subgoal,1,101,1424,131,2.0079582513632346,0.035604037519098145,0.697118396248363
qwen35_9b,code,reconciliation_to_verification,1,550,3129,131,1.2602236362929113,0.036295789438663434,0.2312891928549782
qwen35_9b,gpqa,question_to_subgoal,1,1333,45153,422,0.7692517375033968,-0.00885550826284081,-0.26233699826840223
qwen35_9b,gpqa,perspective_to_verification,1,7686,55287,422,0.771623023769056,-0.04114570387660926,-0.2592591577573076
qwen35_9b,gpqa,conflict_to_verification,1,4813,28723,422,0.9300662514507696,-0.012599664625903756,-0.07249945683569238
qwen35_9b,gpqa,conflict_to_reconciliation,1,4688,28723,422,3.257512321430585,0.11311022519839874,1.1809637986587223
qwen35_9b,gpqa,verification_to_backtracking,1,5392,65358,422,2.3151543849629923,0.046864923213356814,0.8394763583421136
qwen35_9b,gpqa,backtracking_to_subgoal,1,968,12927,422,1.9512034509543588,0.03650467365791332,0.6684463238471118
qwen35_9b,gpqa,reconciliation_to_verification,1,3926,18176,422,1.1988912858981668,0.03583339305153291,0.18139720037001844
qwen35_9b,idea,question_to_subgoal,1,220,6087,344,0.6013622238668513,-0.023958613810138238,-0.5085578130277018
qwen35_9b,idea,perspective_to_verification,1,4014,28343,344,1.1741821725758959,0.021008728678068828,0.1605718806898534
qwen35_9b,idea,conflict_to_verification,1,586,12252,344,0.39654689967640006,-0.0727846154813226,-0.9249609481077957
qwen35_9b,idea,conflict_to_reconciliation,1,1463,12252,344,3.4479792595553667,0.0847774651805179,1.2377883170724147
qwen35_9b,idea,verification_to_backtracking,1,3439,12322,344,1.8493029624983388,0.12817565485654395,0.6148087880209419
qwen35_9b,idea,backtracking_to_subgoal,1,1457,15418,344,1.5723465592693173,0.034398722349170505,0.4525691212036948
qwen35_9b,idea,reconciliation_to_verification,1,372,3538,344,0.8717441511269718,-0.015469392134116286,-0.13725930157582333
qwen35_9b,math,question_to_subgoal,1,584,21549,439,0.4747682986429678,-0.029981609574911083,-0.7449283669069621
qwen35_9b,math,perspective_to_verification,1,3820,23741,439,0.7416219039944273,-0.056057987210780924,-0.2989157274303096
qwen35_9b,math,conflict_to_verification,1,1967,9516,439,0.9527262252143333,-0.01025656858421578,-0.04842769316614901
qwen35_9b,math,conflict_to_reconciliation,1,2031,9516,439,4.390376566562359,0.164816867615934,1.4794149857833627
qwen35_9b,math,verification_to_backtracking,1,1555,45188,439,1.7926924812764882,0.015216200253236795,0.5837186461564373
qwen35_9b,math,backtracking_to_subgoal,1,391,3998,439,1.7132863471015514,0.04071626430518178,0.5384133592588346
qwen35_9b,math,reconciliation_to_verification,1,2985,10125,439,1.358837416685518,0.07785374854249477,0.30662949227373854
qwen35_9b,moral,question_to_subgoal,1,374,6032,485,0.4744112882759572,-0.06869122861690566,-0.7456806282567006
qwen35_9b,moral,perspective_to_verification,1,577,13377,485,0.6553737122713991,-0.02268174536714733,-0.42254964497459196
qwen35_9b,moral,conflict_to_verification,1,245,4556,485,0.8170606595368378,-0.012040240938575836,-0.20204193679724133
qwen35_9b,moral,conflict_to_reconciliation,1,1318,4556,485,4.648837783401333,0.2270606407229551,1.5366172366926878
qwen35_9b,moral,verification_to_backtracking,1,214,4495,485,1.3164026606260668,0.011442882875476013,0.27490275257707397
qwen35_9b,moral,backtracking_to_subgoal,1,112,2470,485,0.346949139165845,-0.08534975158214368,-1.0585770683851397
qwen35_9b,moral,reconciliation_to_verification,1,397,4250,485,1.4192977295033697,0.027596282327446986,0.35016218810320376
qwen35_9b,planning,question_to_subgoal,1,460,40116,493,0.41550382456893686,-0.01613046388452815,-0.8782634090171347
qwen35_9b,planning,perspective_to_verification,1,4938,33797,493,0.6603795829912547,-0.07514032810317925,-0.4149404812143141
qwen35_9b,planning,conflict_to_verification,1,2281,10826,493,0.952309170122913,-0.010551499335756775,-0.048865538154589265
qwen35_9b,planning,conflict_to_reconciliation,1,2129,10826,493,4.836923562459862,0.15599890927084092,1.576278871529923
qwen35_9b,planning,verification_to_backtracking,1,1128,63511,493,1.8392322671581385,0.008104117790001879,0.6093481911876125
qwen35_9b,planning,backtracking_to_subgoal,1,128,2772,493,1.673214272052949,0.018578835856180503,0.5147464757652048
qwen35_9b,planning,reconciliation_to_verification,1,2644,11671,493,1.0239390017615704,0.00529645556256611,0.023656956145150527
qwen35_9b,safety,question_to_subgoal,1,82,1826,308,0.2974891038790089,-0.10604619255124847,-1.2123776646402458
qwen35_9b,safety,perspective_to_verification,1,275,3554,308,0.7977794837264425,-0.019613613893847193,-0.22592305328918486
qwen35_9b,safety,conflict_to_verification,1,52,889,308,0.6030720148420754,-0.0384985281810807,-0.5057186550011193
qwen35_9b,safety,conflict_to_reconciliation,1,332,889,308,10.629514395806908,0.3383196984510743,2.3636344830988847
qwen35_9b,safety,verification_to_backtracking,1,86,2076,308,1.3854347302504817,0.011524865789586447,0.32601396574099134
qwen35_9b,safety,backtracking_to_subgoal,1,58,640,308,0.60035205818632,-0.06032809287983555,-0.510239027790693
qwen35_9b,safety,reconciliation_to_verification,1,79,752,308,1.0831206698643054,0.008061974894332746,0.07984638287137306
qwen35_9b,security,question_to_subgoal,1,236,9708,303,0.6355839140852466,-0.013938205949606666,-0.4532111378852878
qwen35_9b,security,perspective_to_verification,1,1638,15218,303,0.7722937895043666,-0.03173574157683473,-0.2583902428822305
qwen35_9b,security,conflict_to_verification,1,869,6653,303,0.937191795035198,-0.008753669727888463,-0.06486732666994464
qwen35_9b,security,conflict_to_reconciliation,1,1054,6653,303,3.476519798449011,0.11285483878926812,1.246031719845722
qwen35_9b,security,verification_to_backtracking,1,949,14714,303,2.469765223510297,0.038382013764922125,0.9041230721234975
qwen35_9b,security,backtracking_to_subgoal,1,187,2757,303,1.773354258950561,0.02957929506926294,0.5728728033741073
qwen35_9b,security,reconciliation_to_verification,1,929,4811,303,1.3855001650396401,0.053727711637271164,0.32606120244369624
reasoner,code,question_to_subgoal,1,310,3051,154,1.3126400737020207,0.024200173068984865,0.2720404295327704
reasoner,code,perspective_to_verification,1,1915,14540,154,0.9196929679854952,-0.011500456549329463,-0.08371539448025322
reasoner,code,conflict_to_verification,1,1518,10877,154,0.9745432933960497,-0.0036455555739487444,-0.02578633457310437
reasoner,code,conflict_to_reconciliation,1,1418,10877,154,3.2874879547611946,0.09071137456469851,1.1901237159996545
reasoner,code,verification_to_backtracking,1,2235,12253,154,2.6992178310944146,0.11482758116205681,0.9929620295384752
reasoner,code,backtracking_to_subgoal,1,648,5782,154,1.4478484018435593,0.034666089682451245,0.37007858962713563
reasoner,code,reconciliation_to_verification,1,599,3393,154,1.2327682961081678,0.033333838996439796,0.20926228639548156
reasoner,gpqa,question_to_subgoal,1,93,3739,484,0.5692982286063284,-0.018817603302438257,-0.5633508372432509
reasoner,gpqa,perspective_to_verification,1,3817,27077,484,0.896821312902124,-0.01621831352216585,-0.10889864127273152
reasoner,gpqa,conflict_to_verification,1,3339,20926,484,1.0151132669039438,0.002375603992322728,0.015000199181808465
reasoner,gpqa,conflict_to_reconciliation,1,2314,20926,484,2.6610089061757285,0.06902442009671757,0.9787053238972108
reasoner,gpqa,verification_to_backtracking,1,5068,20248,484,2.499179999798484,0.1501449456771357,0.9159626720001363
reasoner,gpqa,backtracking_to_subgoal,1,1389,12901,484,2.464286623291132,0.06397550841037528,0.9019023496934908
reasoner,gpqa,reconciliation_to_verification,1,969,5353,484,1.1516243508571429,0.0238333257474318,0.14117342393363735
reasoner,idea,question_to_subgoal,1,114,2563,493,0.5116411303419652,-0.04245510069535014,-0.6701318060213467
reasoner,idea,perspective_to_verification,1,950,10049,493,0.9632147652400139,-0.0036103654107726008,-0.03747887479548407
reasoner,idea,conflict_to_verification,1,124,3433,493,0.3680190110878059,-0.0620271235869995,-0.9996206640861781
reasoner,idea,conflict_to_reconciliation,1,543,3433,493,3.086597201318988,0.10692633682405178,1.1270692415724284
reasoner,idea,verification_to_backtracking,1,616,2871,493,2.466126203433974,0.12755678886023053,0.9026485739854793
reasoner,idea,backtracking_to_subgoal,1,299,2545,493,1.3514270461616196,0.030551038506392666,0.30116110238354205
reasoner,idea,reconciliation_to_verification,1,122,1499,493,0.8292406245984494,-0.016759543510797614,-0.18724490500146235
reasoner,math,question_to_subgoal,1,107,2656,498,0.590877340800638,-0.02789407117293824,-0.5261468181376866
reasoner,math,perspective_to_verification,1,1591,9669,498,0.9219985976400396,-0.013920690238562489,-0.0812115759504491
reasoner,math,conflict_to_verification,1,1590,6931,498,1.2854135289865554,0.050936947371555324,0.25108047777341364
reasoner,math,conflict_to_reconciliation,1,903,6931,498,3.0036105947929235,0.08690835774635879,1.099815081223409
reasoner,math,verification_to_backtracking,1,1495,12656,498,2.086918387571439,0.06152281474598826,0.7356885129884124
reasoner,math,backtracking_to_subgoal,1,558,4014,498,2.0389118952332814,0.07083323716354673,0.7124162733928778
reasoner,math,reconciliation_to_verification,1,826,3076,498,1.5046495419864896,0.09006338015061713,0.4085600067374162
reasoner,moral,question_to_subgoal,1,285,1935,500,1.134315546661777,0.01744039392888508,0.12602942552937538
reasoner,moral,perspective_to_verification,1,39,5620,500,1.247167259786477,0.001375290784478505,0.22087475182643884
reasoner,moral,conflict_to_verification,1,7,2514,500,0.5004136833731107,-0.0027798036758674015,-0.6923199764701115
reasoner,moral,conflict_to_reconciliation,1,398,2514,500,1.9234783858311253,0.07600763567334745,0.6541352004181528
reasoner,moral,verification_to_backtracking,1,11,125,500,15.942903225806452,0.08248030269307811,2.7690136215895906
reasoner,moral,backtracking_to_subgoal,1,10,124,500,0.6210810930363718,-0.04920126648621871,-0.47629361627585803
reasoner,moral,reconciliation_to_verification,1,15,1849,500,1.4579772850189292,0.002548282244708041,0.3770499974637195
reasoner,planning,question_to_subgoal,1,56,3700,458,0.4288272246809608,-0.020159114539417093,-0.8467011431087434
reasoner,planning,perspective_to_verification,1,2149,12975,458,0.9286239103581307,-0.012730396739666777,-0.07405145447268717
reasoner,planning,conflict_to_verification,1,1745,10252,458,0.9543279568183237,-0.008145910381631066,-0.04674789609116258
reasoner,planning,conflict_to_reconciliation,1,3380,10252,458,4.765316141902088,0.26050606022833384,1.5613638701587063
reasoner,planning,verification_to_backtracking,1,1197,15893,458,1.4838102794975114,0.024557546956134622,0.3946132861443519
reasoner,planning,backtracking_to_subgoal,1,258,4523,458,1.6161779029422838,0.021747536750386973,0.48006403169177864
reasoner,planning,reconciliation_to_verification,1,842,6165,458,0.7657549685092455,-0.04177914761281323,-0.26689304315306533
reasoner,safety,question_to_subgoal,1,135,1506,312,0.737569919547047,-0.031894750832558924,-0.3043943861689418
reasoner,safety,perspective_to_verification,1,36,4980,312,0.4497050965367747,-0.00884587583586971,-0.7991631759528357
reasoner,safety,conflict_to_verification,1,29,1480,312,1.2189641524369557,0.0035198030960742824,0.19800143153922367
reasoner,safety,conflict_to_reconciliation,1,232,1480,312,2.722733013387219,0.09918344494615683,1.0016361491937016
reasoner,safety,verification_to_backtracking,1,22,239,312,4.639330543933055,0.07220893936375108,1.5345700369677657
reasoner,safety,backtracking_to_subgoal,1,29,295,312,0.8088544548976203,-0.02323110034974442,-0.21213628358401992
reasoner,safety,reconciliation_to_verification,1,12,856,312,0.8720916591717827,-0.0020560999097352668,-0.13686073774398214
reasoner,security,question_to_subgoal,1,37,1074,398,0.7108053258409155,-0.014016418632123682,-0.34135668159338783
reasoner,security,perspective_to_verification,1,981,9274,398,0.933900418503667,-0.007486865920809105,-0.06838546411697476
reasoner,security,conflict_to_verification,1,995,6856,398,1.281300294688491,0.031861889926393244,0.24787541558687898
reasoner,security,conflict_to_reconciliation,1,903,6856,398,3.2445349283155585,0.09111520479252219,1.1769720033719513
reasoner,security,verification_to_backtracking,1,1285,5985,398,3.2349384057996904,0.1483332511192187,1.174009877423909
reasoner,security,backtracking_to_subgoal,1,414,3507,398,2.435666403568163,0.06958254465439187,0.8902203839603218
reasoner,security,reconciliation_to_verification,1,257,2145,398,1.0578022367496052,0.006547055014125419,0.05619339369485547
