gen_model,task_type,quality_class,decile,segments,behavior,positive_segments,prevalence,signature_family,dominance_share,behavior_label,abbreviation
gemma4_31b,safety,high,7,355,Perspective_Shift,106,0.29859154929577464,conversational,0.8091603053435116,Perspective shift,P
gemma4_31b,safety,high,8,404,Perspective_Shift,95,0.23514851485148514,conversational,0.7480314960629921,Perspective shift,P
gemma4_31b,safety,high,9,521,Perspective_Shift,109,0.2092130518234165,conversational,0.7841726618705036,Perspective shift,P
gemma4_31b,safety,low,0,13,backtracking,0,0.0,cognitive,0.0,Backtracking,B
gemma4_31b,safety,low,1,11,backtracking,0,0.0,cognitive,0.0,Backtracking,B
gemma4_31b,safety,low,2,12,subgoal,1,0.08333333333333333,cognitive,1.0,Subgoal setting,S
gemma4_31b,safety,low,3,11,subgoal,3,0.2727272727272727,cognitive,1.0,Subgoal setting,S
gemma4_31b,safety,low,4,10,subgoal,3,0.3,cognitive,1.0,Subgoal setting,S
gemma4_31b,safety,low,5,13,subgoal,7,0.5384615384615384,cognitive,1.0,Subgoal setting,S
gemma4_31b,safety,low,6,11,subgoal,4,0.36363636363636365,cognitive,1.0,Subgoal setting,S
gemma4_31b,safety,low,7,12,subgoal,3,0.25,cognitive,0.75,Subgoal setting,S
gemma4_31b,safety,low,8,11,subgoal,4,0.36363636363636365,cognitive,0.5714285714285715,Subgoal setting,S
gemma4_31b,safety,low,9,13,subgoal,4,0.3076923076923077,cognitive,0.6666666666666666,Subgoal setting,S
gemma4_31b,safety,low,0,13,Perspective_Shift,2,0.15384615384615385,conversational,1.0,Perspective shift,P
gemma4_31b,safety,low,1,11,Perspective_Shift,4,0.36363636363636365,conversational,0.6666666666666667,Perspective shift,P
gemma4_31b,safety,low,2,12,Perspective_Shift,6,0.5,conversational,0.6,Perspective shift,P
gemma4_31b,safety,low,3,11,Perspective_Shift,5,0.45454545454545453,conversational,0.49999999999999994,Perspective shift,P
gemma4_31b,safety,low,4,10,Perspective_Shift,8,0.8,conversational,0.888888888888889,Perspective shift,P
gemma4_31b,safety,low,5,13,Perspective_Shift,6,0.46153846153846156,conversational,0.6,Perspective shift,P
gemma4_31b,safety,low,6,11,Perspective_Shift,5,0.45454545454545453,conversational,1.0,Perspective shift,P
gemma4_31b,safety,low,7,12,Perspective_Shift,4,0.3333333333333333,conversational,0.5,Perspective shift,P
gemma4_31b,safety,low,8,11,Perspective_Shift,4,0.36363636363636365,conversational,0.6666666666666667,Perspective shift,P
gemma4_31b,safety,low,9,13,Perspective_Shift,5,0.38461538461538464,conversational,0.8333333333333334,Perspective shift,P
gemma4_31b,security,all,0,6153,verification,450,0.07313505607020965,cognitive,0.4151291512915129,Verification,V
gemma4_31b,security,all,1,5893,verification,674,0.11437298489733583,cognitive,0.5277995301487862,Verification,V
gemma4_31b,security,all,2,5959,verification,796,0.13357945964087933,cognitive,0.5229960578186597,Verification,V
gemma4_31b,security,all,3,5904,verification,956,0.1619241192411924,cognitive,0.6151866151866152,Verification,V
gemma4_31b,security,all,4,5857,verification,983,0.16783336178931194,cognitive,0.601223241590214,Verification,V
gemma4_31b,security,all,5,5987,verification,1133,0.1892433606146651,cognitive,0.6534025374855824,Verification,V
gemma4_31b,security,all,6,5958,verification,1141,0.1915072171869755,cognitive,0.6751479289940828,Verification,V
gemma4_31b,security,all,7,5905,verification,1218,0.2062658763759526,cognitive,0.6916524701873936,Verification,V
gemma4_31b,security,all,8,5947,verification,1285,0.2160753321002186,cognitive,0.7146829810901002,Verification,V
gemma4_31b,security,all,9,6200,verification,1559,0.2514516129032258,cognitive,0.7466475095785441,Verification,V
gemma4_31b,security,all,0,6153,Perspective_Shift,582,0.09458800585080449,conversational,0.405857740585774,Perspective shift,P
gemma4_31b,security,all,1,5893,Perspective_Shift,878,0.14899032750721194,conversational,0.45752996352266806,Perspective shift,P
gemma4_31b,security,all,2,5959,Perspective_Shift,1010,0.1694915254237288,conversational,0.4665127020785219,Perspective shift,P
gemma4_31b,security,all,3,5904,Perspective_Shift,1014,0.1717479674796748,conversational,0.4606996819627442,Perspective shift,P
gemma4_31b,security,all,4,5857,Perspective_Shift,1022,0.1744920607819703,conversational,0.4518125552608311,Perspective shift,P
gemma4_31b,security,all,5,5987,Perspective_Shift,1093,0.18256221813930182,conversational,0.47708424268878213,Perspective shift,P
gemma4_31b,security,all,6,5958,Perspective_Shift,1049,0.1760657938905673,conversational,0.4568815331010453,Perspective shift,P
gemma4_31b,security,all,7,5905,Perspective_Shift,1052,0.1781541066892464,conversational,0.4628244610646723,Perspective shift,P
gemma4_31b,security,all,8,5947,Perspective_Shift,1078,0.18126786615100052,conversational,0.4589186888037463,Perspective shift,P
gemma4_31b,security,all,9,6200,Perspective_Shift,982,0.15838709677419355,conversational,0.41225860621326615,Perspective shift,P
gemma4_31b,security,high,0,4937,verification,364,0.07372898521369252,cognitive,0.4108352144469526,Verification,V
gemma4_31b,security,high,1,4717,verification,545,0.11553953784184863,cognitive,0.5322265625,Verification,V
gemma4_31b,security,high,2,4773,verification,645,0.13513513513513514,cognitive,0.5273916598528209,Verification,V
gemma4_31b,security,high,3,4727,verification,777,0.16437486778083352,cognitive,0.622097678142514,Verification,V
gemma4_31b,security,high,4,4691,verification,796,0.16968663397996162,cognitive,0.6053231939163497,Verification,V
gemma4_31b,security,high,5,4800,verification,934,0.19458333333333333,cognitive,0.6685755189692199,Verification,V
gemma4_31b,security,high,6,4770,verification,932,0.19538784067085954,cognitive,0.6878228782287823,Verification,V
gemma4_31b,security,high,7,4730,verification,1025,0.2167019027484144,cognitive,0.7068965517241379,Verification,V
gemma4_31b,security,high,8,4760,verification,1043,0.21911764705882353,cognitive,0.7263231197771588,Verification,V
gemma4_31b,security,high,9,4979,verification,1323,0.26571600723036753,cognitive,0.7625360230547551,Verification,V
gemma4_31b,security,high,0,4937,Perspective_Shift,442,0.08952805347376949,conversational,0.4003623188405797,Perspective shift,P
gemma4_31b,security,high,1,4717,Perspective_Shift,685,0.1452194191223235,conversational,0.4527428949107733,Perspective shift,P
gemma4_31b,security,high,2,4773,Perspective_Shift,792,0.16593337523570081,conversational,0.4703087885985748,Perspective shift,P
gemma4_31b,security,high,3,4727,Perspective_Shift,813,0.17199069177067908,conversational,0.46724137931034476,Perspective shift,P
gemma4_31b,security,high,4,4691,Perspective_Shift,812,0.17309742059262417,conversational,0.4506104328523862,Perspective shift,P
gemma4_31b,security,high,5,4800,Perspective_Shift,867,0.180625,conversational,0.47794928335170894,Perspective shift,P
gemma4_31b,security,high,6,4770,Perspective_Shift,829,0.17379454926624738,conversational,0.4567493112947658,Perspective shift,P
gemma4_31b,security,high,7,4730,Perspective_Shift,837,0.17695560253699788,conversational,0.4611570247933884,Perspective shift,P
gemma4_31b,security,high,8,4760,Perspective_Shift,854,0.17941176470588235,conversational,0.4613722312263641,Perspective shift,P
gemma4_31b,security,high,9,4979,Perspective_Shift,769,0.15444868447479412,conversational,0.401356993736952,Perspective shift,P
gemma4_31b,security,low,0,1170,verification,86,0.0735042735042735,cognitive,0.4343434343434343,Verification,V
gemma4_31b,security,low,1,1132,verification,129,0.11395759717314488,cognitive,0.5201612903225806,Verification,V
gemma4_31b,security,low,2,1142,verification,145,0.12697022767075306,cognitive,0.506993006993007,Verification,V
gemma4_31b,security,low,3,1133,verification,164,0.14474845542806708,cognitive,0.5734265734265734,Verification,V
gemma4_31b,security,low,4,1123,verification,181,0.1611754229741763,cognitive,0.5876623376623376,Verification,V
gemma4_31b,security,low,5,1143,verification,194,0.16972878390201224,cognitive,0.5932721712538226,Verification,V
gemma4_31b,security,low,6,1144,verification,198,0.17307692307692307,cognitive,0.6149068322981367,Verification,V
gemma4_31b,security,low,7,1131,verification,182,0.16091954022988506,cognitive,0.6066666666666666,Verification,V
gemma4_31b,security,low,8,1143,verification,234,0.2047244094488189,cognitive,0.6647727272727273,Verification,V
gemma4_31b,security,low,9,1175,verification,223,0.18978723404255318,cognitive,0.6597633136094675,Verification,V
gemma4_31b,security,low,0,1170,Perspective_Shift,137,0.1170940170940171,conversational,0.42153846153846153,Perspective shift,P
gemma4_31b,security,low,1,1132,Perspective_Shift,188,0.16607773851590105,conversational,0.47355163727959704,Perspective shift,P
gemma4_31b,security,low,2,1142,Perspective_Shift,210,0.18388791593695272,conversational,0.4516129032258065,Perspective shift,P
gemma4_31b,security,low,3,1133,Perspective_Shift,190,0.1676963812886143,conversational,0.4337899543378995,Perspective shift,P
gemma4_31b,security,low,4,1123,Perspective_Shift,203,0.18076580587711488,conversational,0.4572072072072072,Perspective shift,P
gemma4_31b,security,low,5,1143,Perspective_Shift,221,0.19335083114610674,conversational,0.4752688172043011,Perspective shift,P
gemma4_31b,security,low,6,1144,Perspective_Shift,214,0.18706293706293706,conversational,0.4632034632034632,Perspective shift,P
gemma4_31b,security,low,7,1131,Perspective_Shift,209,0.1847922192749779,conversational,0.4739229024943311,Perspective shift,P
gemma4_31b,security,low,8,1143,Perspective_Shift,218,0.19072615923009623,conversational,0.4448979591836734,Perspective shift,P
gemma4_31b,security,low,9,1175,Perspective_Shift,206,0.1753191489361702,conversational,0.4547461368653421,Perspective shift,P
gemma4_e4b,code,all,0,5765,subgoal,481,0.08343451864700781,cognitive,0.6971014492753623,Subgoal setting,S
gemma4_e4b,code,all,1,5679,subgoal,457,0.08047191406937841,cognitive,0.5016465422612514,Subgoal setting,S
gemma4_e4b,code,all,2,5702,subgoal,441,0.07734128376008419,cognitive,0.46666666666666673,Subgoal setting,S
gemma4_e4b,code,all,3,5670,subgoal,414,0.07301587301587302,cognitive,0.4836448598130841,Subgoal setting,S
gemma4_e4b,code,all,4,5671,subgoal,407,0.07176864750484924,cognitive,0.4362272240085745,Subgoal setting,S
gemma4_e4b,code,all,5,5703,verification,400,0.07013852358407856,cognitive,0.4608294930875576,Verification,V
gemma4_e4b,code,all,6,5698,verification,492,0.08634608634608634,cognitive,0.5093167701863355,Verification,V
gemma4_e4b,code,all,7,5674,verification,470,0.08283397955586888,cognitive,0.48205128205128206,Verification,V
gemma4_e4b,code,all,8,5707,verification,544,0.09532153495707027,cognitive,0.5235803657362849,Verification,V
gemma4_e4b,code,all,9,5777,verification,612,0.10593733771853904,cognitive,0.5134228187919463,Verification,V
gemma4_e4b,code,all,0,5765,Perspective_Shift,657,0.1139635732870772,conversational,0.7251655629139073,Perspective shift,P
gemma4_e4b,code,all,1,5679,Perspective_Shift,594,0.1045958795562599,conversational,0.5904572564612326,Perspective shift,P
gemma4_e4b,code,all,2,5702,Perspective_Shift,560,0.09821115398105927,conversational,0.6100217864923747,Perspective shift,P
gemma4_e4b,code,all,3,5670,Perspective_Shift,496,0.08747795414462081,conversational,0.5821596244131455,Perspective shift,P
gemma4_e4b,code,all,4,5671,Perspective_Shift,510,0.08993122906013049,conversational,0.584862385321101,Perspective shift,P
gemma4_e4b,code,all,5,5703,Perspective_Shift,518,0.09082938804138173,conversational,0.5853107344632769,Perspective shift,P
gemma4_e4b,code,all,6,5698,Perspective_Shift,470,0.08248508248508249,conversational,0.5522914218566392,Perspective shift,P
gemma4_e4b,code,all,7,5674,Perspective_Shift,471,0.08301022206556222,conversational,0.5814814814814815,Perspective shift,P
gemma4_e4b,code,all,8,5707,Perspective_Shift,471,0.0825302260381987,conversational,0.5470383275261324,Perspective shift,P
gemma4_e4b,code,all,9,5777,Perspective_Shift,485,0.08395360913969188,conversational,0.5600461893764433,Perspective shift,P
gemma4_e4b,code,high,0,1891,subgoal,170,0.0898995240613432,cognitive,0.7488986784140969,Subgoal setting,S
gemma4_e4b,code,high,1,1840,subgoal,166,0.09021739130434783,cognitive,0.5533333333333333,Subgoal setting,S
gemma4_e4b,code,high,2,1856,subgoal,144,0.07758620689655173,cognitive,0.4832214765100671,Subgoal setting,S
gemma4_e4b,code,high,3,1841,subgoal,139,0.0755024443237371,cognitive,0.5186567164179104,Subgoal setting,S
gemma4_e4b,code,high,4,1838,verification,134,0.07290533188248095,cognitive,0.4668989547038327,Verification,V
gemma4_e4b,code,high,5,1854,verification,178,0.09600862998921252,cognitive,0.5816993464052287,Verification,V
gemma4_e4b,code,high,6,1857,verification,192,0.10339256865912763,cognitive,0.6597938144329897,Verification,V
gemma4_e4b,code,high,7,1840,verification,191,0.10380434782608695,cognitive,0.6409395973154363,Verification,V
gemma4_e4b,code,high,8,1856,verification,222,0.11961206896551724,cognitive,0.6235955056179776,Verification,V
gemma4_e4b,code,high,9,1895,verification,224,0.11820580474934037,cognitive,0.6292134831460674,Verification,V
gemma4_e4b,code,high,0,1891,Perspective_Shift,208,0.10999471179270227,conversational,0.7703703703703704,Perspective shift,P
gemma4_e4b,code,high,1,1840,Perspective_Shift,179,0.09728260869565217,conversational,0.5986622073578596,Perspective shift,P
gemma4_e4b,code,high,2,1856,Perspective_Shift,158,0.08512931034482758,conversational,0.6196078431372549,Perspective shift,P
gemma4_e4b,code,high,3,1841,Perspective_Shift,141,0.07658881042911461,conversational,0.6714285714285714,Perspective shift,P
gemma4_e4b,code,high,4,1838,Perspective_Shift,147,0.07997823721436344,conversational,0.6504424778761062,Perspective shift,P
gemma4_e4b,code,high,5,1854,Perspective_Shift,138,0.0744336569579288,conversational,0.6540284360189573,Perspective shift,P
gemma4_e4b,code,high,6,1857,Perspective_Shift,122,0.06569736133548734,conversational,0.6630434782608696,Perspective shift,P
gemma4_e4b,code,high,7,1840,Perspective_Shift,139,0.07554347826086956,conversational,0.6205357142857143,Perspective shift,P
gemma4_e4b,code,high,8,1856,Perspective_Shift,147,0.07920258620689655,conversational,0.6176470588235293,Perspective shift,P
gemma4_e4b,code,high,9,1895,Perspective_Shift,163,0.08601583113456464,conversational,0.7086956521739131,Perspective shift,P
gemma4_e4b,code,low,0,3742,subgoal,301,0.08043826830571886,cognitive,0.671875,Subgoal setting,S
gemma4_e4b,code,low,1,3709,subgoal,276,0.07441358856834726,cognitive,0.46779661016949153,Subgoal setting,S
gemma4_e4b,code,low,2,3715,subgoal,284,0.07644683714670256,cognitive,0.45439999999999997,Subgoal setting,S
gemma4_e4b,code,low,3,3699,subgoal,268,0.07245201405785347,cognitive,0.4693520140105079,Subgoal setting,S
gemma4_e4b,code,low,4,3703,verification,258,0.06967323791520388,cognitive,0.4195121951219512,Verification,V
gemma4_e4b,code,low,5,3718,subgoal,231,0.0621301775147929,cognitive,0.4375,Subgoal setting,S
gemma4_e4b,code,low,6,3711,verification,290,0.07814605227701428,cognitive,0.4414003044140031,Verification,V
gemma4_e4b,code,low,7,3703,subgoal,277,0.07480421280043208,cognitive,0.42879256965944273,Subgoal setting,S
gemma4_e4b,code,low,8,3721,verification,317,0.08519215264713786,cognitive,0.47957639939485625,Verification,V
gemma4_e4b,code,low,9,3750,verification,378,0.1008,cognitive,0.4666666666666667,Verification,V
gemma4_e4b,code,low,0,3742,Perspective_Shift,433,0.11571352218065206,conversational,0.707516339869281,Perspective shift,P
gemma4_e4b,code,low,1,3709,Perspective_Shift,400,0.10784578053383662,conversational,0.5873715124816447,Perspective shift,P
gemma4_e4b,code,low,2,3715,Perspective_Shift,393,0.10578734858681023,conversational,0.608359133126935,Perspective shift,P
gemma4_e4b,code,low,3,3699,Perspective_Shift,342,0.09245742092457421,conversational,0.5480769230769231,Perspective shift,P
gemma4_e4b,code,low,4,3703,Perspective_Shift,354,0.0955981636510937,conversational,0.5619047619047618,Perspective shift,P
gemma4_e4b,code,low,5,3718,Perspective_Shift,369,0.09924690693921463,conversational,0.5668202764976958,Perspective shift,P
gemma4_e4b,code,low,6,3711,Perspective_Shift,341,0.09188897871193748,conversational,0.5262345679012346,Perspective shift,P
gemma4_e4b,code,low,7,3703,Perspective_Shift,319,0.08614636780988388,conversational,0.5616197183098592,Perspective shift,P
gemma4_e4b,code,low,8,3721,Perspective_Shift,312,0.08384842784197796,conversational,0.5165562913907285,Perspective shift,P
gemma4_e4b,code,low,9,3750,Perspective_Shift,310,0.08266666666666667,conversational,0.5073649754500819,Perspective shift,P
gemma4_e4b,gpqa,all,0,3396,subgoal,1076,0.3168433451118963,cognitive,0.9011725293132328,Subgoal setting,S
gemma4_e4b,gpqa,all,1,3136,subgoal,481,0.1533801020408163,cognitive,0.5990037359900373,Subgoal setting,S
gemma4_e4b,gpqa,all,2,3182,subgoal,451,0.1417347580138278,cognitive,0.49075081610446136,Subgoal setting,S
gemma4_e4b,gpqa,all,3,3151,subgoal,368,0.11678832116788321,cognitive,0.4107142857142857,Subgoal setting,S
gemma4_e4b,gpqa,all,4,3076,verification,396,0.12873862158647595,cognitive,0.4337349397590362,Verification,V
gemma4_e4b,gpqa,all,5,3228,verification,494,0.15303593556381662,cognitive,0.47868217054263573,Verification,V
gemma4_e4b,gpqa,all,6,3201,verification,508,0.15870040612308653,cognitive,0.48197343453510433,Verification,V
gemma4_e4b,gpqa,all,7,3132,verification,568,0.18135376756066413,cognitive,0.5191956124314443,Verification,V
gemma4_e4b,gpqa,all,8,3186,verification,708,0.2222222222222222,cognitive,0.631578947368421,Verification,V
gemma4_e4b,gpqa,all,9,3449,verification,1028,0.29805740794433166,cognitive,0.763744427934621,Verification,V
gemma4_e4b,gpqa,all,0,3396,Perspective_Shift,312,0.09187279151943463,conversational,0.7446300715990454,Perspective shift,P
gemma4_e4b,gpqa,all,1,3136,Perspective_Shift,489,0.15593112244897958,conversational,0.675414364640884,Perspective shift,P
gemma4_e4b,gpqa,all,2,3182,Perspective_Shift,565,0.177561282212445,conversational,0.669431279620853,Perspective shift,P
gemma4_e4b,gpqa,all,3,3151,Perspective_Shift,529,0.1678832116788321,conversational,0.6129779837775202,Perspective shift,P
gemma4_e4b,gpqa,all,4,3076,Perspective_Shift,502,0.16319895968790638,conversational,0.5954922894424675,Perspective shift,P
gemma4_e4b,gpqa,all,5,3228,Perspective_Shift,591,0.18308550185873607,conversational,0.5799803729146222,Perspective shift,P
gemma4_e4b,gpqa,all,6,3201,Perspective_Shift,564,0.17619493908153702,conversational,0.5790554414784395,Perspective shift,P
gemma4_e4b,gpqa,all,7,3132,Perspective_Shift,628,0.20051085568326948,conversational,0.5698729582577132,Perspective shift,P
gemma4_e4b,gpqa,all,8,3186,Perspective_Shift,529,0.16603892027620842,conversational,0.5,Perspective shift,P
gemma4_e4b,gpqa,all,9,3449,Reconciliation,456,0.13221223543055957,conversational,0.40282685512367483,Reconciliation,R
gemma4_e4b,gpqa,high,0,1595,subgoal,528,0.3310344827586207,cognitive,0.9214659685863875,Subgoal setting,S
gemma4_e4b,gpqa,high,1,1476,subgoal,232,0.15718157181571815,cognitive,0.660968660968661,Subgoal setting,S
gemma4_e4b,gpqa,high,2,1499,subgoal,230,0.1534356237491661,cognitive,0.5542168674698795,Subgoal setting,S
gemma4_e4b,gpqa,high,3,1480,subgoal,192,0.12972972972972974,cognitive,0.45933014354066987,Subgoal setting,S
gemma4_e4b,gpqa,high,4,1438,verification,172,0.11961057023643949,cognitive,0.42260442260442255,Verification,V
gemma4_e4b,gpqa,high,5,1522,verification,221,0.145203679369251,cognitive,0.4702127659574468,Verification,V
gemma4_e4b,gpqa,high,6,1503,verification,234,0.15568862275449102,cognitive,0.4727272727272728,Verification,V
gemma4_e4b,gpqa,high,7,1476,verification,269,0.18224932249322492,cognitive,0.5,Verification,V
gemma4_e4b,gpqa,high,8,1499,verification,341,0.2274849899933289,cognitive,0.6583011583011583,Verification,V
gemma4_e4b,gpqa,high,9,1628,verification,512,0.3144963144963145,cognitive,0.7828746177370031,Verification,V
gemma4_e4b,gpqa,high,0,1595,Perspective_Shift,142,0.0890282131661442,conversational,0.7977528089887641,Perspective shift,P
gemma4_e4b,gpqa,high,1,1476,Perspective_Shift,225,0.1524390243902439,conversational,0.6880733944954128,Perspective shift,P
gemma4_e4b,gpqa,high,2,1499,Perspective_Shift,282,0.18812541694462975,conversational,0.6878048780487804,Perspective shift,P
gemma4_e4b,gpqa,high,3,1480,Perspective_Shift,253,0.17094594594594595,conversational,0.6170731707317073,Perspective shift,P
gemma4_e4b,gpqa,high,4,1438,Perspective_Shift,213,0.14812239221140472,conversational,0.6103151862464183,Perspective shift,P
gemma4_e4b,gpqa,high,5,1522,Perspective_Shift,253,0.1662286465177398,conversational,0.5499999999999999,Perspective shift,P
gemma4_e4b,gpqa,high,6,1503,Perspective_Shift,268,0.17831004657351962,conversational,0.5702127659574469,Perspective shift,P
gemma4_e4b,gpqa,high,7,1476,Perspective_Shift,297,0.20121951219512196,conversational,0.5823529411764706,Perspective shift,P
gemma4_e4b,gpqa,high,8,1499,Perspective_Shift,230,0.1534356237491661,conversational,0.49891540130151846,Perspective shift,P
gemma4_e4b,gpqa,high,9,1628,Perspective_Shift,200,0.12285012285012285,conversational,0.38095238095238093,Perspective shift,P
gemma4_e4b,gpqa,low,0,1667,subgoal,499,0.29934013197360526,cognitive,0.875438596491228,Subgoal setting,S
gemma4_e4b,gpqa,low,1,1541,subgoal,230,0.14925373134328357,cognitive,0.548926014319809,Subgoal setting,S
gemma4_e4b,gpqa,low,2,1561,subgoal,204,0.13068545803971812,cognitive,0.4340425531914893,Subgoal setting,S
gemma4_e4b,gpqa,low,3,1548,verification,183,0.1182170542635659,cognitive,0.4187643020594966,Verification,V
gemma4_e4b,gpqa,low,4,1519,verification,213,0.1402238314680711,cognitive,0.45031712473572943,Verification,V
gemma4_e4b,gpqa,low,5,1583,verification,260,0.16424510423247,cognitive,0.4933586337760911,Verification,V
gemma4_e4b,gpqa,low,6,1573,verification,261,0.1659249841068023,cognitive,0.49431818181818177,Verification,V
gemma4_e4b,gpqa,low,7,1536,verification,282,0.18359375,cognitive,0.5465116279069767,Verification,V
gemma4_e4b,gpqa,low,8,1566,verification,341,0.2177522349936143,cognitive,0.6089285714285714,Verification,V
gemma4_e4b,gpqa,low,9,1684,verification,480,0.2850356294536817,cognitive,0.7430340557275542,Verification,V
gemma4_e4b,gpqa,low,0,1667,Perspective_Shift,163,0.09778044391121776,conversational,0.7025862068965517,Perspective shift,P
gemma4_e4b,gpqa,low,1,1541,Perspective_Shift,253,0.16417910447761194,conversational,0.6710875331564986,Perspective shift,P
gemma4_e4b,gpqa,low,2,1561,Perspective_Shift,266,0.17040358744394618,conversational,0.6519607843137255,Perspective shift,P
gemma4_e4b,gpqa,low,3,1548,Perspective_Shift,248,0.16020671834625322,conversational,0.6048780487804878,Perspective shift,P
gemma4_e4b,gpqa,low,4,1519,Perspective_Shift,269,0.17709019091507572,conversational,0.5835140997830802,Perspective shift,P
gemma4_e4b,gpqa,low,5,1583,Perspective_Shift,314,0.1983575489576753,conversational,0.598095238095238,Perspective shift,P
gemma4_e4b,gpqa,low,6,1573,Perspective_Shift,277,0.1760966306420852,conversational,0.5843881856540084,Perspective shift,P
gemma4_e4b,gpqa,low,7,1536,Perspective_Shift,300,0.1953125,conversational,0.5586592178770949,Perspective shift,P
gemma4_e4b,gpqa,low,8,1566,Perspective_Shift,281,0.17943805874840357,conversational,0.5072202166064982,Perspective shift,P
gemma4_e4b,gpqa,low,9,1684,Reconciliation,240,0.14251781472684086,conversational,0.421792618629174,Reconciliation,R
gemma4_e4b,idea,all,0,1650,subgoal,503,0.30484848484848487,cognitive,1.0,Subgoal setting,S
gemma4_e4b,idea,all,1,1418,subgoal,363,0.2559943582510578,cognitive,0.9945205479452055,Subgoal setting,S
gemma4_e4b,idea,all,2,1458,subgoal,320,0.2194787379972565,cognitive,0.8421052631578947,Subgoal setting,S
gemma4_e4b,idea,all,3,1406,subgoal,306,0.21763869132290184,cognitive,0.5294117647058824,Subgoal setting,S
gemma4_e4b,idea,all,4,1366,verification,392,0.2869692532942899,cognitive,0.6153846153846154,Verification,V
gemma4_e4b,idea,all,5,1499,subgoal,372,0.24816544362908605,cognitive,0.5980707395498391,Subgoal setting,S
gemma4_e4b,idea,all,6,1460,subgoal,440,0.3013698630136986,cognitive,0.8997955010224948,Subgoal setting,S
gemma4_e4b,idea,all,7,1404,subgoal,388,0.27635327635327633,cognitive,0.7185185185185186,Subgoal setting,S
gemma4_e4b,idea,all,8,1472,verification,313,0.21263586956521738,cognitive,0.4867807153965785,Verification,V
gemma4_e4b,idea,all,9,1702,verification,528,0.3102232667450059,cognitive,0.5563751317175976,Verification,V
gemma4_e4b,idea,all,0,1650,Perspective_Shift,2,0.0012121212121212121,conversational,0.6666666666666666,Perspective shift,P
gemma4_e4b,idea,all,1,1418,Question_and_Answering,415,0.2926657263751763,conversational,0.7699443413729128,Question–answer,Q
gemma4_e4b,idea,all,2,1458,Question_and_Answering,557,0.3820301783264746,conversational,0.6094091903719913,Question–answer,Q
gemma4_e4b,idea,all,3,1406,Perspective_Shift,510,0.3627311522048364,conversational,0.4871060171919771,Perspective shift,P
gemma4_e4b,idea,all,4,1366,Perspective_Shift,553,0.40483162518301613,conversational,0.5642857142857143,Perspective shift,P
gemma4_e4b,idea,all,5,1499,Perspective_Shift,587,0.39159439626417614,conversational,0.6739380022962113,Perspective shift,P
gemma4_e4b,idea,all,6,1460,Perspective_Shift,388,0.26575342465753427,conversational,0.5598845598845599,Perspective shift,P
gemma4_e4b,idea,all,7,1404,Question_and_Answering,358,0.254985754985755,conversational,0.5524691358024691,Question–answer,Q
gemma4_e4b,idea,all,8,1472,Question_and_Answering,535,0.36345108695652173,conversational,0.6763590391908976,Question–answer,Q
gemma4_e4b,idea,all,9,1702,Perspective_Shift,346,0.20329024676850763,conversational,0.44358974358974357,Perspective shift,P
gemma4_e4b,idea,high,0,1202,subgoal,365,0.3036605657237937,cognitive,1.0,Subgoal setting,S
gemma4_e4b,idea,high,1,1029,subgoal,266,0.2585034013605442,cognitive,0.9925373134328358,Subgoal setting,S
gemma4_e4b,idea,high,2,1056,subgoal,242,0.22916666666666666,cognitive,0.8491228070175438,Subgoal setting,S
gemma4_e4b,idea,high,3,1015,subgoal,227,0.22364532019704433,cognitive,0.5417661097852029,Subgoal setting,S
gemma4_e4b,idea,high,4,999,verification,283,0.2832832832832833,cognitive,0.6112311015118791,Verification,V
gemma4_e4b,idea,high,5,1091,subgoal,280,0.2566452795600367,cognitive,0.6140350877192983,Subgoal setting,S
gemma4_e4b,idea,high,6,1056,subgoal,319,0.3020833333333333,cognitive,0.9036827195467422,Subgoal setting,S
gemma4_e4b,idea,high,7,1015,subgoal,284,0.2798029556650246,cognitive,0.7357512953367875,Subgoal setting,S
gemma4_e4b,idea,high,8,1070,verification,222,0.20747663551401868,cognitive,0.4663865546218487,Verification,V
gemma4_e4b,idea,high,9,1240,verification,385,0.31048387096774194,cognitive,0.5547550432276657,Verification,V
gemma4_e4b,idea,high,0,1202,Conflict_of_Perspectives,0,0.0,conversational,0.0,Perspective conflict,C
gemma4_e4b,idea,high,1,1029,Question_and_Answering,282,0.27405247813411077,conversational,0.75,Question–answer,Q
gemma4_e4b,idea,high,2,1056,Question_and_Answering,384,0.36363636363636365,conversational,0.5953488372093023,Question–answer,Q
gemma4_e4b,idea,high,3,1015,Perspective_Shift,371,0.36551724137931035,conversational,0.4913907284768212,Perspective shift,P
gemma4_e4b,idea,high,4,999,Perspective_Shift,405,0.40540540540540543,conversational,0.5720338983050848,Perspective shift,P
gemma4_e4b,idea,high,5,1091,Perspective_Shift,413,0.3785517873510541,conversational,0.6629213483146067,Perspective shift,P
gemma4_e4b,idea,high,6,1056,Perspective_Shift,263,0.2490530303030303,conversational,0.5302419354838709,Perspective shift,P
gemma4_e4b,idea,high,7,1015,Question_and_Answering,271,0.26699507389162563,conversational,0.5827956989247313,Question–answer,Q
gemma4_e4b,idea,high,8,1070,Question_and_Answering,388,0.36261682242990656,conversational,0.6724436741767764,Question–answer,Q
gemma4_e4b,idea,high,9,1240,Perspective_Shift,249,0.20080645161290323,conversational,0.4486486486486487,Perspective shift,P
